player_id,full_name,position,season,week,status_x,date,category,last_modified,sport,season_type,player,team_x,updated_at,game_id,week_shard,company,opponent,gms_active,gp,off_snp,pos_rank_half_ppr,pos_rank_ppr,pos_rank_std,rec_tgt,st_snp,tm_def_snp,tm_off_snp,tm_st_snp,def_snp,idp_qb_hit,idp_tkl,idp_tkl_solo,pts_idp,bonus_rec_wr,gs,pts_half_ppr,pts_ppr,pts_std,rec,rec_5_9,rec_air_yd,rec_lng,rec_yd,rec_ypr,rec_ypt,rush_rec_yd,idp_tkl_ast,penalty,penalty_yd,rush_lng,sack,rush_td_lng,qb_hit,fgm_yds,rec_drop,down_3_pct,pass_air_yd,kr_lng,fga,down_3_conv,rush_td,opp_rush_fd,pass_ypc,rush_btkl,pass_lng,off_yd_per_play,kr_ypa,fgm,opp_fd,pass_rtg,rush_fd,pass_att,g2g_pct,rec_yar,rz_pct,kr,down_4_att,fum_lost,g2g_conv,kr_yd,rush_att,rz_att,pass_rz_att,st_tkl_solo,opp_off_yd_per_play,rush_ypa,down_3_att,rec_rz_tgt,fgm_lng,punts,rush_tkl_loss_yd,opp_pass_fd,opp_off_yd,pass_cmp,cmp_pct,rush_yac,g2g_att,tkl,pass_ypa,rz_conv,fd,pass_fd,pass_yd,rush_rz_att,off_yd,rush_yd,td,fum,rush_tkl_loss,idp_tkl_loss,pass_rush_yd,bonus_fd_qb,pass_inc,idp_pass_def,bonus_fd_te,bonus_rec_te,rec_0_4,rec_fd,bonus_rec_rb,rush_40p,bonus_fd_rb,bonus_fd_wr,bonus_rec_yd_100,bonus_rush_rec_yd_100,rec_10_19,rec_20_29,rec_30_39,punt_in_20,punt_net_yd,punt_yds,def_forced_punts,tkl_ast,def_kr_yd,pts_allow,def_4_and_stop,fan_pts_allow_k,def_st_tkl_solo,ff,def_kr_ypa,pts_allow_14_20,yds_allow,fan_pts_allow_def,def_kr,def_kr_lng,fan_pts_allow_qb,fan_pts_allow_wr,tkl_loss,def_pass_def,yds_allow_300_349,fum_rec,fan_pts_allow_te,tkl_solo,fan_pts_allow,fum_ret_yd,fan_pts_allow_rb,pass_sack_yds,pass_sack,idp_fum_rec,idp_fum_ret_yd,idp_sack,idp_sack_yd,fgm_50_59,fgm_50p,fgm_pct,fgm_yds_over_30,kick_pts,xpa,xpm,pass_cmp_40p,anytime_tds,sack_yd,tkl_solo_misc,pts_allow_21_27,def_3_and_out,rec_40p,fgm_40_49,idp_ff,first_td,pr,pr_lng,pr_yd,pr_ypa,bonus_pass_cmp_25,bonus_pass_yd_300,pass_td,pass_td_lng,rec_td,rec_td_lng,down_4_conv,down_4_pct,fgm_20_29,fgm_30_39,xpmiss,def_pr_yd,def_pr,yds_allow_350_399,def_pr_ypa,def_pr_lng,bonus_sack_2p,pass_td_40p,pass_td_50p,pass_int,bonus_rush_yd_100,rush_td_40p,idp_int,idp_pass_def_3p,bonus_tkl_10p,idp_blk_kick,punt_tb,st_ff,bonus_rush_att_20,fg_blkd,pts_allow_7_13,int_ret_yd,int,yds_allow_100_199,yds_allow_200_299,fgmiss,idp_int_ret_yd,fgmiss_50_59,fgmiss_50p,pass_2pt,st_fum_rec,yds_allow_400_449,pts_allow_35p,pts_allow_28_34,def_st_ff,tkl_ast_misc,fgmiss_40_49,rec_td_40p,rec_td_50p,def_st_fum_rec,misc_ret_yd,blk_kick,fgmiss_20_29,fgmiss_30_39,rec_2pt,pts_allow_1_6,fgm_60p,yds_allow_450_499,blk_kick_ret_yd,def_td,bonus_def_int_td_50p,idp_def_td,pass_int_td,xp_blkd,st_td,bonus_def_fum_td_50p,punt_blkd,def_st_td,kr_td,rush_2pt,bonus_pass_yd_400,yds_allow_500_549,bonus_rush_rec_yd_200,pr_td,fgmiss_60p,pts_allow_0,misc_td,blk_kick_ret_td,safe,rush_td_50p,ff_misc,idp_safe,def_2pt,blk_pr_td,fum_rec_ez_tds,fum_rec_td,bonus_rush_yd_200,fgm_0_19,yds_allow_0_100,fg_ret_yd,yds_allow_550p,bonus_rec_yd_200,first_name,last_name,team_y,status_y
8358,Josh Paschal,DL,2025,13,,2025-11-27,stat,1764266583971,nfl,regular,"{'fantasy_positions': ['DL'], 'first_name': 'Josh', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Paschal', 'metadata': {'channel_id': '1113708812495253504', 'rookie_year': '2022'}, 'news_updated': 1773264650014, 'position': 'DL', 'team': None, 'team_abbr': None, 'team_changed_at': None, 'years_exp': 4}",DET,1764266583971,202511311,13_4,sportradar,GB,1.0,,,999.0,999.0,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Josh,Paschal,,Active
8362,Leo Chenal,LB,2025,13,,2025-11-27,stat,1764338922817,nfl,regular,"{'fantasy_positions': ['LB'], 'first_name': 'Leo', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Chenal', 'metadata': {'channel_id': '1113708752130830336', 'genius_id': '1075217', 'rookie_year': '2022'}, 'news_updated': 1773199243733, 'position': 'LB', 'team': 'WAS', 'team_abbr': None, 'team_changed_at': None, 'years_exp': 4}",KC,1764338922817,202511309,13_4,sportradar,DAL,1.0,1.0,,999.0,999.0,999.0,,24.0,72.0,66.0,28.0,39.0,,3.0,1.0,4.0,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leo,Chenal,WAS,Active
8363,Jack Sanborn,LB,2025,13,,2025-11-27,stat,1764279675921,nfl,regular,"{'fantasy_positions': ['LB'], 'first_name': 'Jack', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Sanborn', 'metadata': {'channel_id': '1113708763019243521', 'genius_id': '1075235', 'rookie_year': '2022'}, 'news_updated': 1773880845158, 'position': 'LB', 'team': 'CHI', 'team_abbr': None, 'team_changed_at': None, 'years_exp': 4}",DAL,1764279675921,202511309,13_4,sportradar,KC,1.0,,,999.0,999.0,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jack,Sanborn,CHI,Active
8377,Tycen Anderson,DB,2025,13,,2025-11-27,stat,1764338921644,nfl,regular,"{'fantasy_positions': ['DB'], 'first_name': 'Tycen', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Anderson', 'metadata': {'channel_id': '1113708805478182912', 'genius_id': '1009490', 'rookie_year': '2022'}, 'news_updated': 1773985253397, 'position': 'DB', 'team': 'DEN', 'team_abbr': None, 'team_changed_at': None, 'years_exp': 4}",CIN,1764338921644,202511303,13_4,sportradar,BAL,1.0,1.0,,999.0,999.0,999.0,,19.0,60.0,83.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tycen,Anderson,DEN,Active
8399,Markquese Bell,DB,2025,13,,2025-11-27,stat,1764338922577,nfl,regular,"{'fantasy_positions': ['DB', 'LB'], 'first_name': 'Markquese', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Bell', 'metadata': {'channel_id': '1113708852802514944', 'genius_id': '1344417', 'rookie_year': '2022'}, 'news_updated': 1781661029425, 'position': 'DB', 'team': 'DAL', 'team_abbr': None, 'team_changed_at': None, 'years_exp': 4}",DAL,1764338922577,202511309,13_4,sportradar,KC,1.0,1.0,,999.0,999.0,999.0,,19.0,66.0,72.0,28.0,32.0,,2.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Markquese,Bell,DAL,Active
8470,Joshua Williams,CB,2025,13,,2025-11-27,stat,1764338922840,nfl,regular,"{'fantasy_positions': ['DB'], 'first_name': 'Joshua', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Williams', 'metadata': {'channel_id': '1113708751996612608', 'genius_id': '1020616', 'rookie_year': '2022'}, 'news_updated': 1773107736637, 'position': 'CB', 'team': 'TEN', 'team_abbr': None, 'team_changed_at': None, 'years_exp': 4}",KC,1764338922840,202511309,13_4,sportradar,DAL,1.0,1.0,,999.0,999.0,999.0,,19.0,72.0,66.0,28.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Joshua,Williams,TEN,Active
8506,Nazeeh Johnson,DB,2025,13,,2025-11-27,stat,1764279676286,nfl,regular,"{'fantasy_positions': ['DB'], 'first_name': 'Nazeeh', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Johnson', 'metadata': {'channel_id': '1113708753342984193', 'genius_id': '1011964', 'rookie_year': '2022'}, 'news_updated': 1784927758302, 'position': 'DB', 'team': 'TEN', 'team_abbr': None, 'team_changed_at': None, 'years_exp': 4}",KC,1764279676286,202511309,13_4,sportradar,DAL,1.0,,,999.0,999.0,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nazeeh,Johnson,TEN,Active
8733,Jake Hummel,LB,2025,13,,2025-11-27,stat,1764342522221,nfl,regular,"{'fantasy_positions': ['LB'], 'first_name': 'Jake', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Hummel', 'metadata': {'channel_id': '1113708701300060160', 'genius_id': '1016056', 'rookie_year': '2022'}, 'news_updated': 1773171343078, 'position': 'LB', 'team': 'HOU', 'team_abbr': None, 'team_changed_at': None, 'years_exp': 4}",BAL,1764342522221,202511303,13_4,sportradar,CIN,1.0,1.0,,999.0,999.0,999.0,,25.0,83.0,60.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jake,Hummel,HOU,Active
9481,Luke Musgrave,TE,2025,13,,2025-11-27,stat,1764342525531,nfl,regular,"{'fantasy_positions': ['TE'], 'first_name': 'Luke', 'injury_body_part': 'Undisclosed', 'injury_notes': None, 'injury_start_date': None, 'injury_status': 'PUP', 'last_name': 'Musgrave', 'metadata': {'channel_id': '1113708799316750336', 'genius_id': '1398972', 'rookie_year': '2023'}, 'news_updated': 1785354311466, 'position': 'TE', 'team': 'GB', 'team_abbr': None, 'team_changed_at': None, 'years_exp': 3}",GB,1764342525531,202511311,13_4,sportradar,DET,1.0,1.0,37.0,37.0,38.0,32.0,1.0,,63.0,63.0,24.0,,,,,,,1.0,2.8,3.3,2.3,1.0,,21.0,23.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luke,Musgrave,GB,Active
9486,Dontayvion Wicks,WR,2025,13,,2025-11-27,stat,1764612502654,nfl,regular,"{'fantasy_positions': ['WR'], 'first_name': 'Dontayvion', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Wicks', 'metadata': {'channel_id': '1113708802848354304', 'genius_id': '1399228', 'rookie_year': '2023'}, 'news_updated': 1785430521172, 'position': 'WR', 'team': 'PHI', 'team_abbr': None, 'team_changed_at': None, 'years_exp': 3}",GB,1764612502654,202511311,13_4,sportradar,DET,1.0,1.0,31.0,3.0,3.0,2.0,7.0,,63.0,63.0,24.0,,,,,,6.0,,25.0,28.0,22.0,6.0,1.0,82.0,30.0,94.0,15.67,13.43,100.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,1.0,,,,,6.0,,1.0,,,,,,,,2.0,,,,,,,,,,6.0,,,,,6.0,,,,,,1.0,3.0,,,,3.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,2.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dontayvion,Wicks,PHI,Active
BAL,,DEF,2025,13,,2025-11-27,stat,1764306518217,nfl,regular,"{'fantasy_positions': ['DEF'], 'first_name': 'Baltimore', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Ravens', 'metadata': None, 'news_updated': None, 'position': 'DEF', 'team': 'BAL', 'team_abbr': None, 'team_changed_at': None, 'years_exp': None}",BAL,1764306518217,202511303,13_4,sportradar,CIN,,1.0,,999.0,999.0,999.0,,,,,,,,,,,,,3.0,3.0,3.0,,,,,,,,,,7.0,53.0,,1.0,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,33.0,162.0,32.0,1.0,24.0,3.0,1.0,27.0,,382.0,14.0,6.0,32.0,19.24,32.1,4.0,6.0,,1.0,16.3,38.0,115.34,,23.7,,,,,,,,,,,,,,,,7.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Baltimore,Ravens,BAL,
CIN,,DEF,2025,13,,2025-11-27,stat,1764803317611,nfl,regular,"{'fantasy_positions': ['DEF'], 'first_name': 'Cincinnati', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Bengals', 'metadata': None, 'news_updated': None, 'position': 'DEF', 'team': 'CIN', 'team_abbr': None, 'team_changed_at': None, 'years_exp': None}",CIN,1764803317611,202511303,13_4,sportradar,BAL,,1.0,,999.0,999.0,999.0,,,,,,,,,,,,,14.0,14.0,14.0,,,,,,,,,,6.0,35.0,,3.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,18.0,59.0,14.0,1.0,2.0,3.0,3.0,19.67,1.0,346.0,3.0,3.0,26.0,7.54,5.1,2.0,6.0,1.0,3.0,23.9,30.0,68.74,11.0,30.2,,,,,,,,,,,,,,,,23.0,,,2.0,,,,,,,,,,,,,,,,,,,,19.0,2.0,,9.5,10.0,,,,,,,,,,,,,,,,39.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cincinnati,Bengals,CIN,
DAL,,DEF,2025,13,,2025-11-27,stat,1764806924958,nfl,regular,"{'fantasy_positions': ['DEF'], 'first_name': 'Dallas', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Cowboys', 'metadata': None, 'news_updated': None, 'position': 'DEF', 'team': 'DAL', 'team_abbr': None, 'team_changed_at': None, 'years_exp': None}",DAL,1764806924958,202511309,13_4,sportradar,KC,,1.0,,999.0,999.0,999.0,,,,,,,,,,,,,3.0,3.0,3.0,,,,,,,,,,7.0,50.0,,3.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,32.0,118.0,28.0,,4.0,5.0,1.0,23.6,,362.0,2.0,5.0,26.0,29.44,50.8,4.0,1.0,,,16.9,29.0,115.44,,14.3,,,,,,,,,,,,,,,,18.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dallas,Cowboys,DAL,
DET,,DEF,2025,13,,2025-11-27,stat,1764623303241,nfl,regular,"{'fantasy_positions': ['DEF'], 'first_name': 'Detroit', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Lions', 'metadata': None, 'news_updated': None, 'position': 'DEF', 'team': 'DET', 'team_abbr': None, 'team_changed_at': None, 'years_exp': None}",DET,1764623303241,202511311,13_4,sportradar,GB,,1.0,,999.0,999.0,999.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,22.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,24.0,81.0,31.0,,8.0,3.0,1.0,27.0,,359.0,3.0,3.0,32.0,25.76,59.8,1.0,5.0,,,3.3,29.0,111.26,,14.4,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,21.0,1.0,1.0,21.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Detroit,Lions,DET,
TEAM_CIN,,,2025,13,,2025-11-27,stat,1764803317602,nfl,regular,"{'fantasy_positions': ['TEAM'], 'first_name': 'Cincinnati', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Bengals', 'metadata': None, 'news_updated': None, 'position': 'TEAM', 'team': 'CIN', 'team_abbr': None, 'team_changed_at': None, 'years_exp': None}",CIN,1764803317602,202511303,13_4,sportradar,BAL,,1.0,,999.0,999.0,999.0,44.0,,,,,,,,,,,,93.34,105.34,81.34,24.0,,162.0,43.0,261.0,10.88,5.93,,,6.0,35.0,18.0,3.0,,5.0,223.0,1.0,42.1,162.0,26.0,6.0,8.0,,8.0,10.88,1.0,43.0,4.8,19.67,6.0,16.0,83.7,8.0,46.0,,99.0,16.67,3.0,2.0,1.0,,59.0,33.0,6.0,13.0,3.0,6.1,3.88,19.0,12.0,52.0,2.0,-7.0,7.0,346.0,24.0,52.17,62.0,2.0,48.0,5.67,1.0,22.0,11.0,261.0,8.0,382.0,128.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,3.0,,,,11.0,,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,10.0,19.0,9.5,,,2.0,29.0,2.0,29.0,1.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,39.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEAM_DAL,,,2025,13,,2025-11-27,stat,1764806924954,nfl,regular,"{'fantasy_positions': ['TEAM'], 'first_name': 'Dallas', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Cowboys', 'metadata': None, 'news_updated': None, 'position': 'TEAM', 'team': 'DAL', 'team_abbr': None, 'team_changed_at': None, 'years_exp': None}",DAL,1764806924954,202511309,13_4,sportradar,KC,,1.0,,999.0,999.0,999.0,37.0,,,,,,,,,,,,103.0,116.5,89.5,27.0,,132.0,51.0,320.0,11.85,8.65,,,7.0,50.0,43.0,3.0,43.0,9.0,111.0,1.0,56.25,132.0,26.0,3.0,9.0,1.0,7.0,11.85,1.0,51.0,7.0,23.6,3.0,19.0,100.4,3.0,39.0,100.0,188.0,50.0,5.0,1.0,,1.0,118.0,26.0,4.0,7.0,5.0,6.0,5.27,16.0,7.0,49.0,1.0,-5.0,12.0,362.0,27.0,69.23,44.0,1.0,61.0,8.21,2.0,23.0,15.0,320.0,4.0,457.0,137.0,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,15.0,2.0,15.0,1.0,100.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10217,Clayton Tune,QB,2025,13,,2025-11-27,stat,1764266584230,nfl,regular,"{'fantasy_positions': ['QB'], 'first_name': 'Clayton', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Tune', 'metadata': {'channel_id': '1113708848578850817', 'genius_id': '1080877', 'rookie_year': '2023'}, 'news_updated': 1767807057135, 'position': 'QB', 'team': None, 'team_abbr': None, 'team_changed_at': None, 'years_exp': 3}",GB,1764266584230,202511311,13_3,sportradar,DET,1.0,,,999.0,999.0,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Clayton,Tune,,Active
10875,Myles Murphy,DL,2025,13,,2025-11-27,stat,1764338921677,nfl,regular,"{'fantasy_positions': ['DL', 'LB'], 'first_name': 'Myles', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Murphy', 'metadata': {'channel_id': '1113708809265639425', 'genius_id': '1398601', 'rookie_year': '2023'}, 'news_updated': 1777582524874, 'position': 'DL', 'team': 'CIN', 'team_abbr': None, 'team_changed_at': None, 'years_exp': 3}",CIN,1764338921677,202511303,13_3,sportradar,BAL,1.0,1.0,,999.0,999.0,999.0,,,60.0,83.0,27.0,53.0,,3.0,2.0,8.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Myles,Murphy,CIN,Active
10933,DeMarvion Overshown,LB,2025,13,,2025-11-27,stat,1764338922609,nfl,regular,"{'fantasy_positions': ['LB'], 'first_name': 'DeMarvion', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Overshown', 'metadata': {'channel_id': '1113708851561000960', 'genius_id': '1075976', 'rookie_year': '2023'}, 'news_updated': 1781220646807, 'position': 'LB', 'team': 'DAL', 'team_abbr': None, 'team_changed_at': None, 'years_exp': 3}",DAL,1764338922609,202511309,13_3,sportradar,KC,1.0,1.0,,999.0,999.0,999.0,,,66.0,72.0,28.0,46.0,,6.0,2.0,8.0,,1.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DeMarvion,Overshown,DAL,Active
