week,roster_id,matchup_id,points,players,starters
14,6,2,132.44,11564|11584|11638|12474|12517|12519|12533|2449|3294|7564|8110|8142|8167|9509|HOU,3294|9509|11584|7564|8142|8110|8167|12474|HOU
14,7,3,102.34,11620|12493|12527|12545|4018|4039|4199|4892|5947|6130|6801|7523|8130|8205|8408|9753|WAS,4892|4199|12527|5947|6801|8130|12493|7523|WAS
14,8,4,118.1,11637|12512|1373|4046|5012|5870|6786|8151|8155|9487|9493|9754|9997|MIA,4046|12512|8155|9493|6786|5012|9997|5870|MIA
14,9,5,84.9,11563|11566|11589|11624|11655|12476|1339|1479|3214|3257|4035|5045|5892|8122|8144|BUF,11563|5892|12476|8144|5045|1339|1479|11566|BUF
14,10,6,165.06,10232|12529|1466|5022|5846|5850|5967|6797|7567|7610|8112|8134|8146|8183|9488|9508|SEA,6797|5850|7567|10232|9488|1466|8134|5846|SEA
14,11,4,124.44,10226|10236|11635|12486|12489|12490|12518|4943|6768|6783|6794|8138|9221|CIN|DET,4943|9221|8138|11635|6794|12518|12489|6768|DET
14,12,1,93.3,11597|11603|12514|2307|4098|5849|6790|6803|6813|6904|7569|8137|8148|8228|9228|9484|DEN,6904|8228|6813|7569|12514|11603|8137|8148|DEN
15,1,2,116.3,11565|11643|11783|12481|12507|12534|4037|4217|4881|5001|5872|6819|7525|9224|JAX|LAR,4881|9224|12507|6819|5872|4217|7525|11565|JAX
15,2,,124.56,10213|10222|11604|11631|12508|2216|4866|6770|7543|8121|8126|8136|8147|96|NE|PHI,6770|4866|7543|11631|8147|11604|8121|96|PHI
15,3,5,142.2,12506|12524|3163|4033|421|4983|6804|7002|7021|7049|7547|7588|7594|9756|CLE,3163|7021|7588|7547|9756|12506|7049|12524|CLE
15,4,4,93.0,10229|11560|11647|12495|12499|12526|3198|4144|4984|5844|7090|7528|8132|9500|BAL|SF,4984|11647|3198|10229|7090|5844|12526|11560|SF
15,5,2,165.1,11586|11628|1166|2133|331|4034|5859|5927|7526|7553|8150|827|9226|9480|9758|CHI|MIN,9758|4034|9226|2133|5859|7553|7526|5927|CHI
15,6,1,121.26,11564|11584|11638|12474|12517|12519|12533|2449|3294|7564|8110|8142|8167|9509|HOU,11564|9509|11584|7564|2449|8110|12474|3294|HOU
15,7,5,144.08,11620|12493|12527|12545|4018|4039|4199|4892|5947|6130|6801|7523|8130|8205|8408|9753|WAS,4892|4199|12527|5947|11620|8130|6130|7523|WAS
15,8,1,98.96,11637|12470|12512|12522|1373|4046|5012|6786|8151|8155|9487|9493|9754|9997|PIT,4046|12512|8155|9493|6786|5012|9997|8151|PIT
15,9,,146.74,10219|11563|11566|11624|11632|11655|12476|1339|1479|3214|3257|4035|5045|5892|8122|8144|BUF,11563|11655|12476|8144|5045|3214|1479|3257|BUF
15,10,,153.2,10232|12529|1466|5022|5846|5850|5967|6797|7567|8112|8134|8146|8183|9488|9508|KC|SEA,6797|5850|12529|5846|9488|1466|8134|8183|SEA
15,11,4,93.06,10226|10236|11635|12486|12489|12490|12518|4943|6768|6783|6794|8138|9221|CIN|DET,4943|9221|8138|11635|6794|12518|12489|6768|DET
15,12,,123.1,11597|11603|12514|2307|4098|5849|6790|6813|6904|7569|8137|8148|8160|8228|9228|9484|DEN,6904|8228|6813|7569|12514|11603|8137|8148|DEN
16,1,3,123.86,11565|11643|11783|12481|12507|12534|4037|4217|4881|5001|5872|6819|7525|9224|JAX|LAR,4881|9224|12507|6819|5872|4217|7525|11565|JAX
16,2,5,113.48,10213|10222|11604|11631|12508|2216|4866|6770|7543|8121|8126|8136|8147|96|PHI,6770|4866|7543|8126|2216|11604|10222|12508|PHI
16,3,5,107.84,12506|12524|3163|4033|421|4983|6804|7002|7021|7049|7547|7588|7594|9756|CLE,3163|7021|7588|7547|9756|12506|7049|12524|CLE
16,4,4,101.9,10229|11560|11647|12495|12499|12526|3198|4144|4984|5844|7090|7528|8132|9500|BAL|SF,4984|11647|3198|12499|9500|5844|12526|11560|BAL
16,5,2,157.66,11586|11628|1166|2133|4034|5859|5927|6011|7526|7553|7611|8150|9226|9480|9758|NE|NO,9758|8150|9226|5859|5927|7553|4034|1166|NO
16,6,1,143.26,11435|11564|11584|11638|12474|12517|12519|12533|2449|3294|6865|7564|8110|8142|8167|9509|HOU,3294|9509|11584|7564|8167|6865|2449|11564|HOU
16,7,6,112.86,11620|12493|12527|12545|4018|4039|4199|4892|5947|6130|6801|7523|8130|8205|8408|9753|WAS,4892|4199|12527|5947|11620|8130|6130|7523|WAS
16,8,3,151.02,11637|12470|12512|12522|1373|4046|5012|6786|8151|8155|9487|9493|9754|9997|PIT,12522|12512|8155|9493|6786|5012|9997|8151|PIT
16,9,4,134.5,10219|11563|11566|11579|11624|11632|11655|12476|1479|3214|3257|4035|5045|5892|7607|8144|BUF,11563|11655|11579|8144|5045|3214|1479|3257|BUF
16,10,1,129.3,10232|12529|1466|5022|5846|5850|5967|6797|7567|8112|8134|8146|8183|9488|KC|SEA,6797|5850|12529|5846|9488|5022|10232|8183|KC
16,11,6,132.6,10226|10236|11635|12486|12489|12490|12518|4943|6768|6783|6794|8138|9221|CIN|DET,4943|9221|8138|11635|6794|12518|12489|6768|DET
16,12,2,114.84,11597|11603|12514|2307|4098|5849|6790|6813|6904|7569|8137|8148|8160|8228|9228|9484|DEN,6904|6790|6813|7569|8137|11597|8148|9228|DEN
17,1,,75.5,11565|11643|11783|12481|12507|12534|4037|4217|4881|5001|5872|6819|7525|9224|JAX|LAR,4881|9224|12507|6819|5872|4217|7525|11565|JAX
17,2,5,137.88,10213|10222|11604|11631|12508|2216|4866|6770|7543|8121|8126|8136|9482|96|PHI,6770|4866|7543|8126|2216|9482|10222|12508|PHI
17,3,4,98.72,12506|12524|3163|4033|421|4983|6804|7002|7021|7049|7547|7588|7594|9756|CLE,3163|7021|7588|7547|9756|12506|7049|12524|CLE
17,4,4,120.68,10229|11560|11647|12495|12499|12526|3198|4144|4984|5844|7090|7528|8132|9500|BAL|SF,4984|8132|3198|12499|9500|5844|12526|11560|BAL
17,5,1,132.66,11586|11628|1166|2133|4034|5859|5927|7526|7553|7611|8150|8161|9226|9480|9758|NE,8161|4034|9226|5859|5927|7553|8150|1166|NE
17,6,1,187.22,11564|11584|12474|12517|12519|12533|223|2449|3294|4381|7564|8110|8142|8167|9509|HOU,3294|9509|11584|7564|2449|4381|12519|11564|HOU
17,7,,121.66,11620|12493|12527|12545|4018|4039|4199|4892|5947|6130|6801|7523|8130|8205|8408|9753|WAS,4892|4199|12527|5947|11620|8130|6130|7523|WAS
17,8,,100.74,11637|12470|12512|12522|1373|4046|5012|6786|8151|8155|9487|9493|9754|9997|PIT,12522|12512|8155|9493|6786|5012|9997|8151|PIT
17,9,5,99.16,10219|11563|11566|11579|11624|11632|11655|1479|260|3214|3257|4035|5045|5892|7607|8144|BUF,11563|11655|10219|8144|5045|3214|1479|3257|BUF
17,10,2,118.86,10232|12529|1466|5022|5846|5850|5967|6797|6865|7567|8112|8134|8146|8183|9488|KC|SEA,6797|5850|12529|10232|9488|5022|8112|8183|SEA
17,11,,68.18,10226|10236|11635|12486|12489|12490|12518|4943|6768|6783|6794|8138|9221|CIN|DET,4943|9221|8138|11635|6794|12518|12489|6768|DET
17,12,2,82.2,11597|11603|12514|2307|4098|5849|6790|6813|6904|7569|8137|8148|8160|8228|9228|9484|DEN,6904|8228|6813|7569|12514|11603|8137|8148|DEN
18,1,,84.7,11565|11643|11783|12481|12507|12534|4037|4217|4881|5001|5872|6819|7525|9224|JAX|LAR,4881|9224|12507|6819|5872|4217|7525|11565|JAX
18,2,,62.44,10213|10222|11604|11631|12508|2216|4866|6770|7543|8121|8126|8136|9482|96|PHI,6770|4866|7543|8126|2216|9482|10222|12508|PHI
18,3,,80.48,12506|12524|3163|4033|421|4983|6804|7002|7021|7049|7547|7588|7594|9756|CLE,3163|7021|7588|7547|9756|12506|7049|12524|CLE
18,4,,65.18,10229|11560|11647|12495|12499|12526|3198|4144|4984|5844|7090|7528|8132|9500|BAL|SF,4984|8132|3198|12499|9500|5844|12526|11560|BAL
18,5,,68.5,11586|11628|1166|2133|4034|5859|5927|7526|7553|7611|8150|8161|9226|9480|9758|NE,8161|4034|9226|5859|5927|7553|8150|1166|NE
18,6,,93.14,11564|11584|12474|12517|12519|12533|223|2449|3294|4381|7564|8142|8167|9509|HOU,3294|9509|11584|7564|2449|4381|12519|11564|HOU
18,7,,89.42,11620|12493|12527|12545|4018|4039|4199|4892|5947|6130|6801|7523|8130|8205|8408|9753|WAS,4892|4199|12527|5947|11620|8130|6130|7523|WAS
18,8,,92.08,11637|12470|12512|12522|1373|4046|5012|6786|8151|8155|9487|9493|9754|9997|PIT,12522|12512|8155|9493|6786|5012|9997|8151|PIT
18,9,,98.06,10219|11563|11566|11579|11624|11632|11655|1479|260|3214|3257|4035|5045|5892|7607|8144|BUF,11563|11655|10219|8144|5045|3214|1479|3257|BUF
18,10,,88.58,10232|12529|1466|5022|5846|5850|5967|6797|6865|7567|8112|8134|8146|8183|9488|KC|SEA,6797|5850|12529|10232|9488|5022|8112|8183|SEA
18,11,,64.92,10226|10236|11635|12486|12489|12490|12518|4943|6768|6783|6794|8138|9221|CIN|DET,4943|9221|8138|11635|6794|12518|12489|6768|DET
18,12,,63.3,11597|11603|12514|2307|4098|5849|6790|6803|6813|6904|7569|8137|8148|8228|9228|9484|DEN,6904|8228|6813|7569|12514|11603|8137|8148|DEN
