season,week,status,date,category,last_modified,season_type,sport,player,team,player_id,game_id,updated_at,week_shard,company,opponent,gms_active,pos_rank_half_ppr,pos_rank_ppr,pos_rank_std,gp,st_snp,tm_def_snp,tm_off_snp,tm_st_snp,def_snp,gs,idp_qb_hit,idp_tkl,idp_tkl_ast,idp_tkl_solo,off_snp,bonus_rec_yd_100,rec_0_4,rec_td,rec_ypt,rec_20_29,bonus_fd_wr,pts_std,rec_lng,bonus_rush_rec_yd_100,rec,rec_yar,rec_fd,rec_5_9,bonus_rec_wr,rec_rz_tgt,rec_40p,pts_half_ppr,rec_air_yd,rec_ypr,rec_10_19,rec_td_40p,rec_td_lng,rec_td_50p,rush_rec_yd,rec_tgt,pts_ppr,rec_yd,rec_drop,bonus_rec_te,idp_pass_def,idp_sack,idp_sack_yd,idp_tkl_loss,fum,fum_lost,pass_rush_yd,rush_att,rush_lng,rush_yd,rush_ypa,pr,pr_ypa,pr_lng,pr_yd,idp_fum_rec,bonus_fd_te,pass_int,pass_air_yd,pass_sack_yds,pass_ypc,pass_lng,pass_rtg,bonus_pass_cmp_25,rush_fd,pass_att,pass_rz_att,pass_sack,pass_cmp,cmp_pct,pass_ypa,pass_fd,pass_yd,pass_td,bonus_fd_qb,pass_td_lng,pass_inc,rush_yac,bonus_rec_rb,bonus_fd_rb,idp_int,idp_int_ret_yd,idp_ff,pts_idp,st_tkl_solo,penalty,penalty_yd,punt_in_20,punt_net_yd,punt_yds,punts,fga,fgm,fgm_50p,fgm_lng,fgm_pct,fgm_yds,fgm_yds_over_30,kick_pts,xpa,xpm,bonus_sack_2p,sack,down_4_conv,qb_hit,down_4_pct,down_3_pct,kr_lng,down_3_conv,opp_rush_fd,off_yd_per_play,kr_ypa,opp_fd,int_ret_yd,ff,g2g_pct,rz_pct,kr,down_4_att,int,g2g_conv,kr_yd,rz_att,opp_off_yd_per_play,down_3_att,rush_tkl_loss_yd,opp_pass_fd,opp_off_yd,fum_rec,g2g_att,tkl,rz_conv,fd,rush_rz_att,off_yd,td,rush_tkl_loss,fgm_40_49,def_forced_punts,def_pr_yd,sack_yd,tkl_ast,pts_allow,def_4_and_stop,def_pr,fan_pts_allow_k,def_st_tkl_solo,def_pr_ypa,yds_allow_200_299,def_pr_lng,yds_allow,def_3_and_out,fan_pts_allow_qb,fan_pts_allow_wr,tkl_loss,def_pass_def,fan_pts_allow_te,tkl_solo,fan_pts_allow,pts_allow_7_13,fan_pts_allow_rb,yds_allow_400_449,def_kr_yd,def_kr_ypa,def_kr,def_kr_lng,pts_allow_28_34,rush_td_lng,rush_td,bonus_tkl_10p,pass_td_40p,pass_td_50p,pass_cmp_40p,rec_2pt,rec_30_39,pass_2pt,rush_btkl,st_ff,punt_tb,st_fum_rec,fg_blkd,yds_allow_350_399,misc_ret_yd,pts_allow_21_27,fum_ret_yd,yds_allow_300_349,yds_allow_450_499,pts_allow_14_20,def_st_fum_rec,bonus_pass_yd_300,bonus_rush_yd_100,bonus_rush_att_20,rush_40p,idp_fum_ret_yd,xpmiss,fgm_20_29,fgm_30_39,fgmiss,fgmiss_30_39,pts_allow_1_6,blk_kick,fgmiss_40_49,fgmiss_50p,pass_int_td,idp_blk_kick,def_td,pts_allow_35p,idp_def_td,fgmiss_20_29,xp_blkd,yds_allow_500_549,def_st_ff,fgm_0_19,bonus_def_int_td_50p,idp_pass_def_3p,punt_blkd,idp_safe,rush_2pt,blk_kick_ret_yd,def_st_td,blk_pr_td,safe,blk_kick_ret_td,rush_td_50p,rush_td_40p,st_td,bonus_pass_yd_400,pts_allow_0,kr_td,yds_allow_100_199,ff_misc,tkl_solo_misc,yds_allow_550p,fum_rec_td,bonus_rush_yd_200,bonus_rush_rec_yd_200,pr_td,bonus_rec_yd_200,fg_ret_yd,yds_allow_0_100
2022,2,,2022-09-18,stat,1667597866282,regular,nfl,"{'fantasy_positions': ['OL'], 'first_name': 'Lewis', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Kidd', 'metadata': {'channel_id': '1113708780547239936', 'rookie_year': '2022'}, 'news_updated': None, 'position': 'OL', 'team': None, 'team_abbr': None, 'team_changed_at': None, 'years_exp': 2}",NO,8672,202210222,,2_4,sportradar,TB,1.0,999.0,999.0,999.0,1.0,2.0,67.0,68.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,,2022-09-18,stat,1667597866282,regular,nfl,"{'fantasy_positions': ['WR'], 'first_name': 'Rashid', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Shaheed', 'metadata': {'channel_id': '1113708688150917120', 'genius_id': '1074584', 'injury_override_regular_2024_7': 'IR', 'rookie_year': '2022'}, 'news_updated': 1785375013978, 'position': 'WR', 'team': 'SEA', 'team_abbr': None, 'team_changed_at': None, 'years_exp': 4}",NO,8676,202210222,,2_4,sportradar,TB,1.0,999.0,999.0,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,,2022-09-18,stat,1667597866285,regular,nfl,"{'fantasy_positions': ['LB'], 'first_name': 'Joshua', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Onujiogu', 'metadata': {'channel_id': '1113708722196082688', 'rookie_year': '2022'}, 'news_updated': 1741846218255, 'position': 'LB', 'team': None, 'team_abbr': None, 'team_changed_at': None, 'years_exp': 3}",SEA,8687,202210231,,2_4,sportradar,SF,1.0,999.0,999.0,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,,2022-09-18,stat,1667597866285,regular,nfl,"{'fantasy_positions': ['DB'], 'first_name': 'Jaylon', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Jones', 'metadata': {'channel_id': '1113708766055919616', 'genius_id': '1014113', 'rookie_year': '2022'}, 'news_updated': 1773507920439, 'position': 'CB', 'team': 'CHI', 'team_abbr': None, 'team_changed_at': None, 'years_exp': 4}",CHI,8702,202210212,,2_4,sportradar,GB,1.0,999.0,999.0,999.0,1.0,15.0,68.0,41.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,,2022-09-18,stat,1667597866288,regular,nfl,"{'fantasy_positions': ['DB'], 'first_name': 'Brenden', 'injury_body_part': 'Undisclosed', 'injury_notes': None, 'injury_start_date': None, 'injury_status': 'PUP', 'last_name': 'Schooler', 'metadata': {'channel_id': '1113708792412925952', 'genius_id': '1012511', 'rookie_year': '2022'}, 'news_updated': 1784922356732, 'position': 'DB', 'team': 'NE', 'team_abbr': None, 'team_changed_at': None, 'years_exp': 4}",NE,8726,202210228,,2_4,sportradar,PIT,1.0,999.0,999.0,999.0,1.0,15.0,59.0,68.0,18.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,,2022-09-18,stat,1667597866296,regular,nfl,"{'fantasy_positions': ['DL'], 'first_name': 'Justin', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Houston', 'metadata': {'channel_id': '1116853529110118400', 'rookie_year': '2011'}, 'news_updated': 1704819646615, 'position': 'DL', 'team': None, 'team_abbr': None, 'team_changed_at': None, 'years_exp': 13}",BAL,878,202210203,,2_4,sportradar,MIA,1.0,999.0,999.0,999.0,1.0,,71.0,59.0,24.0,49.0,,1.0,3.0,2.0,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,1.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,,2022-09-18,stat,1667597866313,regular,nfl,"{'fantasy_positions': ['OT'], 'first_name': 'Dylan', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Cook', 'metadata': {'channel_id': '1113708818270810112', 'genius_id': '1345620', 'rookie_year': '2022'}, 'news_updated': 1765405543790, 'position': 'T', 'team': 'PIT', 'team_abbr': None, 'team_changed_at': None, 'years_exp': 4}",TB,8865,202210222,,2_4,sportradar,NO,1.0,999.0,999.0,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,,2022-09-18,stat,1667597866322,regular,nfl,"{'fantasy_positions': ['LS'], 'first_name': 'Jack', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Coco', 'metadata': {'channel_id': '1116853548210978816'}, 'news_updated': None, 'position': 'LS', 'team': None, 'team_abbr': None, 'team_changed_at': None, 'years_exp': 1}",GB,8907,202210212,,2_4,sportradar,CHI,1.0,999.0,999.0,999.0,1.0,7.0,41.0,68.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,,2022-09-18,stat,1667597866324,regular,nfl,"{'fantasy_positions': ['DB'], 'first_name': 'Ayo', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Oyelola', 'metadata': {'channel_id': '1116853550123581440', 'rookie_year': '2022'}, 'news_updated': None, 'position': 'DB', 'team': None, 'team_abbr': None, 'team_changed_at': None, 'years_exp': 3}",JAX,8919,202210215,,2_4,sportradar,IND,1.0,999.0,999.0,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,,2022-09-18,stat,1667597866327,regular,nfl,"{'fantasy_positions': ['WR'], 'first_name': 'Daylen', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Baldwin', 'metadata': {'channel_id': '1113708863271497728', 'rookie_year': '2022'}, 'news_updated': 1724715646741, 'position': 'WR', 'team': None, 'team_abbr': None, 'team_changed_at': None, 'years_exp': 2}",CLE,8928,202210208,,2_4,sportradar,NYJ,1.0,999.0,999.0,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,,2022-09-18,stat,1667597866327,regular,nfl,"{'fantasy_positions': ['WR'], 'first_name': 'Josh', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Ali', 'metadata': {'channel_id': '1113708860507451393', 'rookie_year': '2022'}, 'news_updated': 1724620534786, 'position': 'WR', 'team': None, 'team_abbr': None, 'team_changed_at': None, 'years_exp': 2}",ATL,8931,202210232,,2_4,sportradar,LAR,1.0,999.0,999.0,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,,2022-09-18,stat,1667597866332,regular,nfl,"{'fantasy_positions': ['DL', 'LB'], 'first_name': 'Robert', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Quinn', 'metadata': {'channel_id': '1116853557912403968'}, 'news_updated': 1692405654901, 'position': 'LB', 'team': None, 'team_abbr': None, 'team_changed_at': None, 'years_exp': 12}",CHI,967,202210212,,2_4,sportradar,GB,1.0,999.0,999.0,999.0,1.0,,68.0,41.0,20.0,52.0,1.0,1.0,2.0,,2.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,1.0,11.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,,2022-09-18,stat,1667597866336,regular,nfl,"{'fantasy_positions': ['DEF'], 'first_name': 'Chicago', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Bears', 'metadata': None, 'news_updated': None, 'position': 'DEF', 'team': 'CHI', 'team_abbr': None, 'team_changed_at': None, 'years_exp': None}",CHI,CHI,202210212,,2_4,sportradar,GB,,999.0,999.0,999.0,1.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,5.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,50.0,,,,,,,,,,,,,,,,3.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,73.0,,,,,1.0,,,2.0,,23.0,29.0,27.0,,,10.0,4.0,,,,414.0,1.0,15.36,35.9,8.0,1.0,3.1,44.0,104.06,,39.7,1.0,115.0,23.0,5.0,30.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,,2022-09-18,stat,1667597866336,regular,nfl,"{'fantasy_positions': ['DEF'], 'first_name': 'Cincinnati', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Bengals', 'metadata': None, 'news_updated': None, 'position': 'DEF', 'team': 'CIN', 'team_abbr': None, 'team_changed_at': None, 'years_exp': None}",CIN,CIN,202210209,,2_4,sportradar,DAL,,999.0,999.0,999.0,1.0,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,4.0,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,35.0,,,,,,,,,,,,,,,,1.0,,5.0,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,51.0,,,,,1.0,,,5.0,20.0,5.0,10.0,20.0,,1.0,12.0,2.0,20.0,,20.0,337.0,1.0,13.6,35.5,4.0,3.0,0.8,41.0,87.6,,25.7,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,,2022-09-18,stat,1667597866346,regular,nfl,"{'fantasy_positions': ['DEF'], 'first_name': 'New York', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Jets', 'metadata': None, 'news_updated': None, 'position': 'DEF', 'team': 'NYJ', 'team_abbr': None, 'team_changed_at': None, 'years_exp': None}",NYJ,NYJ,202210208,,2_4,sportradar,CLE,,999.0,999.0,999.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,57.0,,,,,,,,,,,,,,,,1.0,,5.0,,,,,,,,,14.0,,,,,,1.0,,,,,,,,,,,71.0,,,,,4.0,,,3.0,16.0,8.0,27.0,30.0,,1.0,5.0,3.0,16.0,,16.0,405.0,1.0,16.46,26.7,4.0,3.0,13.7,44.0,104.46,,42.6,1.0,75.0,25.0,3.0,27.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,,2022-09-18,stat,1667597866347,regular,nfl,"{'fantasy_positions': ['DEF'], 'first_name': 'Pittsburgh', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Steelers', 'metadata': None, 'news_updated': None, 'position': 'DEF', 'team': 'PIT', 'team_abbr': None, 'team_changed_at': None, 'years_exp': None}",PIT,PIT,202210228,,2_4,sportradar,NE,,999.0,999.0,999.0,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,20.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,13.0,,,,,,1.0,,,,,,,,,,,66.0,,,,,1.0,,,4.0,,,31.0,17.0,,1.0,4.0,5.0,,,,376.0,2.0,13.68,47.2,1.0,5.0,,35.0,87.68,,22.8,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,,2022-09-18,stat,1667597866348,regular,nfl,"{'fantasy_positions': ['DEF'], 'first_name': 'San Francisco', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': '49ers', 'metadata': None, 'news_updated': None, 'position': 'DEF', 'team': 'SF', 'team_abbr': None, 'team_changed_at': None, 'years_exp': None}",SF,SF,202210231,,2_4,sportradar,SEA,,999.0,999.0,999.0,1.0,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,11.0,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,26.0,,,,,,,,,,,,,,,,2.0,,9.0,,,,,,,,,23.0,,,,,,2.0,,,,,,,,,,,47.0,,,,,3.0,,,5.0,23.0,17.0,14.0,7.0,,3.0,1.0,1.0,7.67,1.0,14.0,216.0,2.0,7.08,28.8,7.0,5.0,5.1,33.0,54.18,1.0,12.2,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,,2022-09-18,stat,1667597866357,regular,nfl,"{'fantasy_positions': ['TEAM'], 'first_name': 'Denver', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Broncos', 'metadata': None, 'news_updated': None, 'position': 'TEAM', 'team': 'DEN', 'team_abbr': None, 'team_changed_at': None, 'years_exp': None}",DEN,TEAM_DEN,202210210,,2_4,sportradar,HOU,,999.0,999.0,999.0,1.0,,,,,,,,,,,,,,1.0,7.82,,,59.56,35.0,,14.0,69.0,,,,5.0,,66.56,150.0,15.64,,,22.0,,,28.0,73.56,219.0,3.0,,,,,,,,,31.0,19.0,149.0,4.81,4.0,14.75,19.0,59.0,,,1.0,150.0,18.0,15.64,35.0,66.5,,5.0,31.0,6.0,3.0,14.0,45.16,7.06,11.0,219.0,1.0,,22.0,,97.0,,,,,,,2.0,13.0,100.0,,,,5.0,3.0,3.0,,50.0,,94.0,,,,,,3.0,1.0,6.0,100.0,25.0,17.0,3.0,7.0,5.4,17.0,15.0,,2.0,,,1.0,1.0,,,17.0,2.0,4.0,12.0,-6.0,6.0,234.0,,2.0,50.0,,20.0,1.0,350.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,,2022-09-18,stat,1667597866357,regular,nfl,"{'fantasy_positions': ['TEAM'], 'first_name': 'Green Bay', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Packers', 'metadata': None, 'news_updated': None, 'position': 'TEAM', 'team': 'GB', 'team_abbr': None, 'team_changed_at': None, 'years_exp': None}",GB,TEAM_GB,202210212,,2_4,sportradar,CHI,,999.0,999.0,999.0,1.0,,,,,,,,,,,,,,2.0,9.36,,,79.06,55.0,,19.0,130.0,,,,7.0,,88.56,104.0,12.32,,,8.0,,,25.0,98.06,234.0,1.0,,,,,,3.0,1.0,,38.0,36.0,203.0,5.34,3.0,6.67,20.0,20.0,,,,104.0,23.0,12.32,55.0,131.1,,13.0,25.0,7.0,3.0,19.0,76.0,9.36,10.0,234.0,2.0,,8.0,,118.0,,,,,,,4.0,3.0,25.0,,,,2.0,2.0,2.0,,40.0,,68.0,,,,,,3.0,,5.0,,55.56,24.0,5.0,9.0,6.3,24.0,11.0,,,,60.0,1.0,,1.0,,24.0,5.0,5.6,9.0,-6.0,2.0,228.0,,,45.0,3.0,26.0,4.0,414.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,,2022-09-18,stat,1667597866361,regular,nfl,"{'fantasy_positions': ['TEAM'], 'first_name': 'Los Angeles', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Rams', 'metadata': None, 'news_updated': None, 'position': 'TEAM', 'team': 'LAR', 'team_abbr': None, 'team_changed_at': None, 'years_exp': None}",LAR,TEAM_LAR,202210232,,2_4,sportradar,ATL,,999.0,999.0,999.0,1.0,,,,,,,,,,,,,,3.0,7.77,,,85.58,29.0,,27.0,122.0,,,,10.0,,99.08,150.0,10.07,,,10.0,,,35.0,112.58,272.0,,,,,,,1.0,1.0,,26.0,13.0,65.0,2.5,1.0,-1.0,-1.0,-1.0,,,2.0,150.0,,10.07,29.0,100.7,,6.0,36.0,10.0,1.0,27.0,75.0,7.56,16.0,272.0,3.0,,10.0,,46.0,,,,,,,,3.0,61.0,,,,,1.0,1.0,,20.0,,20.0,,,,,,3.0,,6.0,,60.0,15.0,6.0,4.0,5.3,15.0,17.0,76.0,1.0,75.0,80.0,1.0,1.0,2.0,3.0,15.0,5.0,4.7,10.0,-33.0,11.0,261.0,1.0,4.0,64.0,4.0,24.0,6.0,337.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,2,,2022-09-18,stat,1667597866361,regular,nfl,"{'fantasy_positions': ['TEAM'], 'first_name': 'Las Vegas', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Raiders', 'metadata': None, 'news_updated': None, 'position': 'TEAM', 'team': 'LV', 'team_abbr': None, 'team_changed_at': None, 'years_exp': None}",LV,TEAM_LV,202210225,,2_4,sportradar,ARI,,999.0,999.0,999.0,1.0,,,,,,,,,,,,,,2.0,6.46,,,62.28,23.0,,25.0,146.0,,,,7.0,,74.78,106.0,10.08,,,3.0,,,39.0,87.28,252.0,,,,,,,2.0,1.0,,21.0,13.0,80.0,3.81,,,,,,,,106.0,8.0,10.08,23.0,99.5,,4.0,39.0,7.0,1.0,25.0,64.1,6.46,14.0,252.0,2.0,,3.0,,38.0,,,,,,,4.0,10.0,68.0,,,,3.0,3.0,3.0,,55.0,,112.0,,,,,,1.0,,5.0,,54.55,,6.0,11.0,5.3,,28.0,7.0,,66.67,50.0,,,1.0,2.0,,4.0,5.3,11.0,-4.0,13.0,413.0,,3.0,74.0,2.0,20.0,4.0,324.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
