season,week,status,date,category,last_modified,season_type,sport,player,team,player_id,game_id,updated_at,week_shard,company,opponent,gms_active,pos_rank_half_ppr,pos_rank_ppr,pos_rank_std,gp,st_snp,tm_def_snp,tm_off_snp,tm_st_snp,def_snp,gs,idp_qb_hit,idp_tkl,idp_tkl_ast,idp_tkl_solo,off_snp,bonus_rec_yd_100,rec_0_4,rec_td,rec_ypt,rec_20_29,bonus_fd_wr,pts_std,rec_lng,bonus_rush_rec_yd_100,rec,rec_yar,rec_fd,rec_5_9,bonus_rec_wr,rec_rz_tgt,rec_40p,pts_half_ppr,rec_air_yd,rec_ypr,rec_10_19,rec_td_40p,rec_td_lng,rec_td_50p,rush_rec_yd,rec_tgt,pts_ppr,rec_yd,rec_drop,bonus_rec_te,idp_pass_def,idp_sack,idp_sack_yd,idp_tkl_loss,fum,fum_lost,pass_rush_yd,rush_att,rush_lng,rush_yd,rush_ypa,pr,pr_ypa,pr_lng,pr_yd,idp_fum_rec,bonus_fd_te,pass_int,pass_air_yd,pass_sack_yds,pass_ypc,pass_lng,pass_rtg,bonus_pass_cmp_25,rush_fd,pass_att,pass_rz_att,pass_sack,pass_cmp,cmp_pct,pass_ypa,pass_fd,pass_yd,pass_td,bonus_fd_qb,pass_td_lng,pass_inc,rush_yac,bonus_rec_rb,bonus_fd_rb,idp_int,idp_int_ret_yd,idp_ff,pts_idp,st_tkl_solo,penalty,penalty_yd,punt_in_20,punt_net_yd,punt_yds,punts,fga,fgm,fgm_50p,fgm_lng,fgm_pct,fgm_yds,fgm_yds_over_30,kick_pts,xpa,xpm,bonus_sack_2p,sack,down_4_conv,qb_hit,down_4_pct,down_3_pct,kr_lng,down_3_conv,opp_rush_fd,off_yd_per_play,kr_ypa,opp_fd,int_ret_yd,ff,g2g_pct,rz_pct,kr,down_4_att,int,g2g_conv,kr_yd,rz_att,opp_off_yd_per_play,down_3_att,rush_tkl_loss_yd,opp_pass_fd,opp_off_yd,fum_rec,g2g_att,tkl,rz_conv,fd,rush_rz_att,off_yd,td,rush_tkl_loss,fgm_40_49,def_forced_punts,def_pr_yd,sack_yd,tkl_ast,pts_allow,def_4_and_stop,def_pr,fan_pts_allow_k,def_st_tkl_solo,def_pr_ypa,yds_allow_200_299,def_pr_lng,yds_allow,def_3_and_out,fan_pts_allow_qb,fan_pts_allow_wr,tkl_loss,def_pass_def,fan_pts_allow_te,tkl_solo,fan_pts_allow,pts_allow_7_13,fan_pts_allow_rb,yds_allow_400_449,def_kr_yd,def_kr_ypa,def_kr,def_kr_lng,pts_allow_28_34,rush_td_lng,rush_td,bonus_tkl_10p,pass_td_40p,pass_td_50p,pass_cmp_40p,rec_2pt,rec_30_39,pass_2pt,rush_btkl,st_ff,punt_tb,st_fum_rec,fg_blkd,yds_allow_350_399,misc_ret_yd,pts_allow_21_27,fum_ret_yd,yds_allow_300_349,yds_allow_450_499,pts_allow_14_20,def_st_fum_rec,bonus_pass_yd_300,bonus_rush_yd_100,bonus_rush_att_20,rush_40p,idp_fum_ret_yd,xpmiss,fgm_20_29,fgm_30_39,fgmiss,fgmiss_30_39,pts_allow_1_6,blk_kick,fgmiss_40_49,fgmiss_50p,pass_int_td,idp_blk_kick,def_td,pts_allow_35p,idp_def_td,fgmiss_20_29,xp_blkd,yds_allow_500_549,def_st_ff,fgm_0_19,bonus_def_int_td_50p,idp_pass_def_3p,punt_blkd,idp_safe,rush_2pt,blk_kick_ret_yd,def_st_td,blk_pr_td,safe,blk_kick_ret_td,rush_td_50p,rush_td_40p,st_td,bonus_pass_yd_400,pts_allow_0,kr_td,yds_allow_100_199,ff_misc,tkl_solo_misc,yds_allow_550p,fum_rec_td,bonus_rush_yd_200,bonus_rush_rec_yd_200,pr_td,bonus_rec_yd_200,fg_ret_yd,yds_allow_0_100
2022,5,,2022-10-09,stat,1667597870401,regular,nfl,"{'fantasy_positions': ['DB'], 'first_name': 'Derion', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Kendrick', 'metadata': {'channel_id': '1113708704147992576', 'genius_id': '1072631', 'rookie_year': '2022'}, 'news_updated': 1774636504156, 'position': 'DB', 'team': 'DAL', 'team_abbr': None, 'team_changed_at': None, 'years_exp': 4}",LAR,8271,202210532,,5_0,sportradar,DAL,1.0,999.0,999.0,999.0,1.0,2.0,55.0,65.0,27.0,52.0,1.0,,3.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,5,,2022-10-09,stat,1667597870403,regular,nfl,"{'fantasy_positions': ['DB'], 'first_name': 'Josh', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Jobe', 'metadata': {'channel_id': '1113708715489390593', 'genius_id': '1081518', 'rookie_year': '2022'}, 'news_updated': 1773086135093, 'position': 'DB', 'team': 'SEA', 'team_abbr': None, 'team_changed_at': None, 'years_exp': 4}",PHI,8275,202210501,,5_0,sportradar,ARI,1.0,999.0,999.0,999.0,1.0,18.0,69.0,73.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,5,,2022-10-09,stat,1667597870409,regular,nfl,"{'fantasy_positions': ['DB'], 'first_name': 'Dax', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Hill', 'metadata': {'channel_id': '1113708804706430976', 'genius_id': '1343261', 'rookie_year': '2022'}, 'news_updated': 1767913553515, 'position': 'DB', 'team': 'CIN', 'team_abbr': None, 'team_changed_at': None, 'years_exp': 4}",CIN,8286,202210503,,5_0,sportradar,BAL,1.0,999.0,999.0,999.0,1.0,10.0,65.0,63.0,16.0,6.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,5,,2022-10-09,stat,1667597870409,regular,nfl,"{'fantasy_positions': ['DL', 'LB'], 'first_name': 'David', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Ojabo', 'metadata': {'channel_id': '1113708869034471424', 'genius_id': '1343372', 'rookie_year': '2022'}, 'news_updated': 1773507320709, 'position': 'DL', 'team': 'MIA', 'team_abbr': None, 'team_changed_at': None, 'years_exp': 4}",BAL,8287,202210503,,5_0,sportradar,CIN,1.0,999.0,999.0,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,5,,2022-10-09,stat,1667597870410,regular,nfl,"{'fantasy_positions': ['DL'], 'first_name': 'Myjai', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Sanders', 'metadata': {'channel_id': '1116853480674295808', 'rookie_year': '2022'}, 'news_updated': 1712754639141, 'position': 'DL', 'team': None, 'team_abbr': None, 'team_changed_at': None, 'years_exp': 2}",ARI,8291,202210501,,5_0,sportradar,PHI,1.0,999.0,999.0,999.0,1.0,4.0,73.0,69.0,21.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,5,,2022-10-09,stat,1667597870418,regular,nfl,"{'fantasy_positions': ['DB'], 'first_name': 'Mario', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Goodrich', 'metadata': {'channel_id': '1113708714608586752', 'rookie_year': '2022'}, 'news_updated': 1785657652116, 'position': 'DB', 'team': 'TEN', 'team_abbr': None, 'team_changed_at': None, 'years_exp': 4}",PHI,8298,202210501,,5_0,sportradar,ARI,1.0,999.0,999.0,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,5,,2022-10-09,stat,1667597870418,regular,nfl,"{'fantasy_positions': ['DB'], 'first_name': 'Smoke', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Monday', 'metadata': {'channel_id': '1116853481299247104', 'source_id': '840fe689-69a4-45c5-9bbb-dd47e784b1fb'}, 'news_updated': 1693326604431, 'position': 'DB', 'team': None, 'team_abbr': None, 'team_changed_at': None, 'years_exp': 1}",NO,8302,202210522,,5_0,sportradar,SEA,1.0,999.0,999.0,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,5,,2022-10-09,stat,1667597870419,regular,nfl,"{'fantasy_positions': ['DB'], 'first_name': 'Roger', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'McCreary', 'metadata': {'channel_id': '1113708831134740480', 'genius_id': '1077196', 'rookie_year': '2022'}, 'news_updated': 1773453314031, 'position': 'DB', 'team': 'DET', 'team_abbr': None, 'team_changed_at': None, 'years_exp': 4}",TEN,8303,202210535,,5_0,sportradar,WAS,1.0,999.0,999.0,999.0,1.0,1.0,63.0,64.0,25.0,63.0,1.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,5,,2022-10-09,stat,1667597870420,regular,nfl,"{'fantasy_positions': ['DB'], 'first_name': 'Derek', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Stingley', 'metadata': {'channel_id': '1113708785978863616', 'genius_id': '1343205', 'rookie_year': '2022'}, 'news_updated': 1772763659526, 'position': 'DB', 'team': 'HOU', 'team_abbr': None, 'team_changed_at': None, 'years_exp': 4}",HOU,8308,202210515,,5_0,sportradar,JAX,1.0,999.0,999.0,999.0,1.0,,75.0,58.0,18.0,75.0,1.0,,7.0,1.0,6.0,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,5,,2022-10-09,stat,1667597870421,regular,nfl,"{'fantasy_positions': ['LB'], 'first_name': 'Damone', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Clark', 'metadata': {'channel_id': '1113708855210045441', 'genius_id': '1080258', 'rookie_year': '2022'}, 'news_updated': 1773857442903, 'position': 'LB', 'team': 'DET', 'team_abbr': None, 'team_changed_at': None, 'years_exp': 4}",DAL,8309,202210532,,5_0,sportradar,LAR,1.0,999.0,999.0,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,5,,2022-10-09,stat,1667597870423,regular,nfl,"{'fantasy_positions': ['DB'], 'first_name': 'Jalen', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Pitre', 'metadata': {'channel_id': '1113708785827868672', 'genius_id': '1016656', 'rookie_year': '2022'}, 'news_updated': 1772827810008, 'position': 'DB', 'team': 'HOU', 'team_abbr': None, 'team_changed_at': None, 'years_exp': 4}",HOU,8314,202210515,,5_0,sportradar,JAX,1.0,999.0,999.0,999.0,1.0,,75.0,58.0,18.0,75.0,1.0,,8.0,2.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,5,,2022-10-09,stat,1667597870423,regular,nfl,"{'fantasy_positions': ['DL'], 'first_name': 'Jayden', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Peevy', 'metadata': {'channel_id': '1116853481945169920', 'rookie_year': '2022'}, 'news_updated': 1755046247101, 'position': 'DL', 'team': None, 'team_abbr': None, 'team_changed_at': None, 'years_exp': 3}",TEN,8318,202210535,,5_0,sportradar,WAS,1.0,999.0,999.0,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,5,,2022-10-09,stat,1667597870429,regular,nfl,"{'fantasy_positions': ['DB'], 'first_name': 'Quentin', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Lake', 'metadata': {'channel_id': '1113708705578250240', 'genius_id': '1012916', 'rookie_year': '2022'}, 'news_updated': 1771023604611, 'position': 'DB', 'team': 'LAR', 'team_abbr': None, 'team_changed_at': None, 'years_exp': 4}",LAR,8330,202210532,,5_0,sportradar,DAL,1.0,999.0,999.0,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,5,,2022-10-09,stat,1667597870429,regular,nfl,"{'fantasy_positions': ['DB'], 'first_name': 'Alontae', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Taylor', 'metadata': {'channel_id': '1113708688700370944', 'genius_id': '1077381', 'rookie_year': '2022'}, 'news_updated': 1773114035583, 'position': 'DB', 'team': 'TEN', 'team_abbr': None, 'team_changed_at': None, 'years_exp': 4}",NO,8333,202210522,,5_0,sportradar,SEA,1.0,999.0,999.0,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,5,,2022-10-09,stat,1667597870429,regular,nfl,"{'fantasy_positions': ['LB'], 'first_name': 'Malcolm', 'injury_body_part': 'Ankle', 'injury_notes': None, 'injury_start_date': None, 'injury_status': 'Questionable', 'last_name': 'Rodriguez', 'metadata': {'channel_id': '1113708812470087680', 'genius_id': '1013668', 'rookie_year': '2022'}, 'news_updated': 1785859219864, 'position': 'LB', 'team': 'DET', 'team_abbr': None, 'team_changed_at': None, 'years_exp': 4}",DET,8334,202210521,,5_0,sportradar,NE,1.0,999.0,999.0,999.0,1.0,2.0,57.0,66.0,19.0,50.0,1.0,,5.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,5,,2022-10-09,stat,1667597870434,regular,nfl,"{'fantasy_positions': ['DB'], 'first_name': 'Chris', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Steele', 'metadata': {'channel_id': '1116853483845189632', 'source_id': 'c0c1f419-d9d2-42c9-a0f4-724fe0f185db'}, 'news_updated': 1695162632113, 'position': 'DB', 'team': None, 'team_abbr': None, 'team_changed_at': None, 'years_exp': 1}",MIA,8352,202210524,,5_0,sportradar,NYJ,1.0,999.0,999.0,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,5,,2022-10-09,stat,1667597870435,regular,nfl,"{'fantasy_positions': ['DL'], 'first_name': 'Josh', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Paschal', 'metadata': {'channel_id': '1113708812495253504', 'rookie_year': '2022'}, 'news_updated': 1773264650014, 'position': 'DL', 'team': None, 'team_abbr': None, 'team_changed_at': None, 'years_exp': 4}",DET,8358,202210521,,5_0,sportradar,NE,1.0,999.0,999.0,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,5,,2022-10-09,stat,1667597870439,regular,nfl,"{'fantasy_positions': ['DB'], 'first_name': 'Kyler', 'injury_body_part': 'Undisclosed', 'injury_notes': None, 'injury_start_date': None, 'injury_status': 'PUP', 'last_name': 'Gordon', 'metadata': {'channel_id': '1113708764000710656', 'genius_id': '1077396', 'rookie_year': '2022'}, 'news_updated': 1785267060733, 'position': 'DB', 'team': 'CHI', 'team_abbr': None, 'team_changed_at': None, 'years_exp': 4}",CHI,8365,202210520,,5_0,sportradar,MIN,1.0,999.0,999.0,999.0,1.0,5.0,79.0,50.0,19.0,79.0,1.0,,10.0,2.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,5,,2022-10-09,stat,1667597870440,regular,nfl,"{'fantasy_positions': ['LB'], 'first_name': 'Chance', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Campbell', 'metadata': {'channel_id': '1113708834108502016', 'genius_id': '1075497', 'rookie_year': '2022'}, 'news_updated': 1769195122740, 'position': 'LB', 'team': 'PHI', 'team_abbr': None, 'team_changed_at': None, 'years_exp': 4}",TEN,8369,202210535,,5_0,sportradar,WAS,1.0,999.0,999.0,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,5,,2022-10-09,stat,1667597870442,regular,nfl,"{'fantasy_positions': ['DL'], 'first_name': 'Alex', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Wright', 'metadata': {'channel_id': '1113708837778518016', 'genius_id': '1343501', 'rookie_year': '2022'}, 'news_updated': 1767933355444, 'position': 'DL', 'team': 'CLE', 'team_abbr': None, 'team_changed_at': None, 'years_exp': 4}",CLE,8376,202210508,,5_0,sportradar,LAC,1.0,999.0,999.0,999.0,1.0,,71.0,67.0,21.0,18.0,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,5,,2022-10-09,stat,1667597870448,regular,nfl,"{'fantasy_positions': ['DB'], 'first_name': 'Martin', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Emerson', 'metadata': {'channel_id': '1113708841129766912', 'genius_id': '1343493', 'rookie_year': '2022'}, 'news_updated': 1777574426858, 'position': 'DB', 'team': 'NO', 'team_abbr': None, 'team_changed_at': None, 'years_exp': 4}",CLE,8390,202210508,,5_0,sportradar,LAC,1.0,999.0,999.0,999.0,1.0,8.0,71.0,67.0,21.0,30.0,,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,5,,2022-10-09,stat,1667597870449,regular,nfl,"{'fantasy_positions': ['DL'], 'first_name': 'Travis', 'injury_body_part': 'Undisclosed', 'injury_notes': None, 'injury_start_date': None, 'injury_status': 'PUP', 'last_name': 'Jones', 'metadata': {'channel_id': '1113708868275302400', 'genius_id': '1086227', 'rookie_year': '2022'}, 'news_updated': 1785031807465, 'position': 'DL', 'team': 'BAL', 'team_abbr': None, 'team_changed_at': None, 'years_exp': 4}",BAL,8400,202210503,,5_0,sportradar,CIN,1.0,999.0,999.0,999.0,1.0,5.0,63.0,65.0,18.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,5,,2022-10-09,stat,1667597870454,regular,nfl,"{'fantasy_positions': ['WR'], 'first_name': 'Stanley', 'injury_body_part': None, 'injury_notes': None, 'injury_start_date': None, 'injury_status': None, 'last_name': 'Berryhill', 'metadata': {'channel_id': '1116853487519399936', 'source_id': '4b61a795-5f88-4fad-a70d-d29d7072b087'}, 'news_updated': 1696370132496, 'position': 'WR', 'team': None, 'team_abbr': None, 'team_changed_at': None, 'years_exp': 1}",ARI,8419,202210501,,5_0,sportradar,PHI,1.0,999.0,999.0,999.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
