player_id,full_name,first_name,last_name,position,team,status
2767,Jawon Chisholm,Jawon,Chisholm,RB,,Active
537,Maurkice Pouncey,Maurkice,Pouncey,C,,Injured Reserve
5185,Allen Lazard,Allen,Lazard,WR,,Active
11003,Amari Burney,Amari,Burney,LB,,Active
2715,Gary Wilkins,Gary,Wilkins,OLB,,Active
8110,Jake Ferguson,Jake,Ferguson,TE,DAL,Active
5834,Sean Ryan,Sean,Ryan,TE,,Inactive
11827,Jonah Laulu,Jonah,Laulu,DL,LV,Active
11026,Gervarrius Owens,Gervarrius,Owens,DB,CHI,Active
5958,JoJo McIntosh,JoJo,McIntosh,SS,,Active
317,Caleb Hanie,Caleb,Hanie,QB,,Inactive
12197,John Paddock,John,Paddock,QB,,Active
13192,Wesley Steiner,Wesley,Steiner,LB,,Active
2814,Jay Hughes,Jay,Hughes,CB,,Active
3644,Lawrence Thomas,Lawrence,Thomas,RB,,Inactive
12649,C.J. West,C.J.,West,DT,SF,Active
1305,Patrick DiMarco,Patrick,DiMarco,FB,,Injured Reserve
8251,Calvin Jackson,Calvin,Jackson,WR,,Active
2878,Jean Fanor,Jean,Fanor,FS,,Inactive
10981,Colby Sorsdal,Colby,Sorsdal,OL,DET,Active
6410,Brian Wallace,Brian,Wallace,OT,,Active
7189,Delrick Abrams,Delrick,Abrams,DB,,Active
1908,Jacobbi McDaniel,Jacobbi,McDaniel,NT,,Inactive
2620,Jake Heaps,Jake,Heaps,QB,,Active
2832,Chris Hackett,Chris,Hackett,FS,,Inactive
11225,Noah Gindorff,Noah,Gindorff,TE,,Active
1932,DaQuan Jones,DaQuan,Jones,DT,,Active
3263,Charles Tapper,Charles,Tapper,DE,,Inactive
2702,John Chiles,John,Chiles,WR,,Inactive
4441,Chauncey Briggs,Chauncey,Briggs,OT,,Active
4491,Marcus Kemp,Marcus,Kemp,WR,,Active
4961,DJ Moore,DJ,Moore,CB,,Inactive
3105,Paul Guenther,Paul,Guenther,,,Inactive
11772,De'Antre Prince,De'Antre,Prince,CB,,Active
3658,Joe Kerridge,Joe,Kerridge,FB,,Inactive
7505,Duplicate Player,Duplicate,Player,,,Inactive
2748,Kevin Monangai,Kevin,Monangai,RB,,Inactive
7040,Evan Weaver,Evan,Weaver,LB,,Active
3794,Darren Lake,Darren,Lake,NT,,Inactive
7842,Luke Farrell,Luke,Farrell,TE,SF,Active
5136,Josh Adams,Josh,Adams,RB,,Active
11853,Tomari Fox,Tomari,Fox,DL,,Active
2340,Mario Edwards,Mario,Edwards,DE,HOU,Active
8317,Leon O'Neal,Leon,O'Neal,DB,,Active
3500,Devon Cajuste,Devon,Cajuste,WR,,Active
7969,Adrian Ealy,Adrian,Ealy,OT,,Active
5765,Bo Bower,Bo,Bower,OLB,,Inactive
450,Billy Bajema,Billy,Bajema,TE,,Inactive
877,Jalil Brown,Jalil,Brown,CB,,Inactive
2011,Juwan Thompson,Juwan,Thompson,RB,,Inactive
6737,Micky Crum,Micky,Crum,TE,,Active
12359,Jett Stanley,Jett,Stanley,DT,,Active
13753,DeCarlos Nicholson,DeCarlos,Nicholson,CB,CAR,Active
4073,Taco Charlton,Taco,Charlton,DE,,Inactive
848,Byron Stingily,Byron,Stingily,T,,Inactive
727,Anthony Dixon,Anthony,Dixon,RB,,Inactive
13759,DJ Withers,DJ,Withers,DT,DAL,Active
6242,Aaron Wade,Aaron,Wade,S,,Inactive
11232,Isaiah Winstead,Isaiah,Winstead,WR,,Active
2871,Isaac Fruechte,Isaac,Fruechte,WR,,Inactive
13975,Le'Meke Brockington,Le'Meke,Brockington,WR,ATL,Active
7018,Malcolm Roach,Malcolm,Roach,DT,DEN,Active
13559,Gavin Gerhardt,Gavin,Gerhardt,OL,MIN,Active
1970,Jack Mewhort,Jack,Mewhort,G,,Inactive
7421,Jonas Griffith,Jonas,Griffith,LB,,Active
12239,Peewee Jarrett,Peewee,Jarrett,QB,,Active
4785,Kermit Whitfield,Kermit,Whitfield,WR,,Active
11046,Colton Dowell,Colton,Dowell,WR,SF,Active
558,Eric Decker,Eric,Decker,WR,,Inactive
11127,Amechi Uzodinma,Amechi,Uzodinma,CB,,Inactive
976,Chris Culliver,Chris,Culliver,CB,,Injured Reserve
3871,Sam Bergen,Sam,Bergen,FB,,Inactive
6615,Chris Rayford,Chris,Rayford,DB,,Active
6288,Marcus Green,Marcus,Green,WR,,Active
2324,Cameron Erving,Cameron,Erving,T,,Active
6218,E.J. Speed,E.J.,Speed,LB,HOU,Active
8531,Zach McCloud,Zach,McCloud,LB,,Active
11507,D'Angelo Mandell,D'Angelo,Mandell,CB,,Active
4100,Tim Williams,Tim,Williams,LB,,Active
12604,Andrew Mukuba,Andrew,Mukuba,DB,PHI,Active
6619,Kabion Ento,Kabion,Ento,CB,,Active
4893,Ryan Day,Ryan,Day,,,Inactive
3167,Jaylon Smith,Jaylon,Smith,LB,,Active
1533,Jeff Locke,Jeff,Locke,P,,Inactive
4882,George Paton,George,Paton,,,Inactive
12152,Trente Jones,Trente,Jones,OT,,Injured Reserve
134,Brandon Meriweather,Brandon,Meriweather,FS,,Inactive
6320,Jonathan Duhart,Jonathan,Duhart,WR,,Active
4082,Curtis Samuel,Curtis,Samuel,WR,,Active
7048,Benny LeMay,Benny,LeMay,RB,CLE,Active
2630,Jordan Williams,Jordan,Williams,LB,,Inactive
10883,Will McDonald,Will,McDonald,DE,NYJ,Active
13521,Jager Burton,Jager,Burton,C,GB,Active
4887,Brian Gaine,Brian,Gaine,,,Inactive
7060,Ben Bartch,Ben,Bartch,OL,DET,Active
916,Jarvis Jenkins,Jarvis,Jenkins,DE,,Inactive
12587,Joshua Farmer,Joshua,Farmer,DL,NE,Active
4575,Nate Theaker,Nate,Theaker,G,,Active
3793,Lenny Jones,Lenny,Jones,DE,,Active
1049,Ryan Tannehill,Ryan,Tannehill,QB,,Active
1337,Brad Wing,Brad,Wing,P,,Active
5595,Step Durham,Step,Durham,CB,,Active
6686,Joe Horn,Joe,Horn,WR,,Active
5882,Taylor Rapp,Taylor,Rapp,DB,,Active
2407,Daryl Williams,Daryl,Williams,OL,BUF,Active
511,Marlon Moore,Marlon,Moore,WR,,Inactive
5414,Bijhon Jackson,Bijhon,Jackson,NT,,Active
8384,Zyon McCollum,Zyon,McCollum,DB,TB,Active
11908,Gabriel Murphy,Gabriel,Murphy,DL,,Active
12350,Anthony Grant,Anthony,Grant,RB,,Active
5703,Deontez Alexander,Deontez,Alexander,WR,,Active
12976,DeMeer Blankumsee,DeMeer,Blankumsee,WR,,Active
2222,Austin Seferian-Jenkins,Austin,Seferian-Jenkins,TE,,Inactive
3788,Tanner McEvoy,Tanner,McEvoy,WR,,Inactive
12442,Chris Russell,Chris,Russell,LB,,Active
1960,Marcus Williams,Marcus,Williams,CB,,Inactive
3239,Bronson Kaufusi,Bronson,Kaufusi,TE,GB,Active
2855,Steve Miller,Steve,Miller,DE,,Active
328,Kellen Davis,Kellen,Davis,TE,,Inactive
4736,Eric Nzeocha,Eric,Nzeocha,OLB,,Inactive
11527,Jordan Swann,Jordan,Swann,CB,,Inactive
12311,Daniel George,Daniel,George,WR,,Active
13528,Sam Hecht,Sam,Hecht,C,CAR,Active
4473,Alex Gray,Alex,Gray,FS,,Active
11143,Kelechi Anyalebechi,Kelechi,Anyalebechi,LB,,Active
1952,Andre Hal,Andre,Hal,FS,,Inactive
1339,Zach Ertz,Zach,Ertz,TE,,Active
8329,Devin Lloyd,Devin,Lloyd,LB,CAR,Active
1272,Craig Robertson,Craig,Robertson,LB,,Inactive
5155,Corey Willis,Corey,Willis,WR,,Active
4184,Bucky Hodges,Bucky,Hodges,TE,,Active
1350,Jonathan Meeks,Jonathan,Meeks,SS,,Inactive
8674,Daniel Whelan,Daniel,Whelan,P,GB,Active
8770,Malik Williams,Malik,Williams,WR,,Active
1004,Ben Tate,Ben,Tate,RB,,Inactive
4122,Dan Feeney,Dan,Feeney,OL,TB,Active
12307,Quentin Bivens,Quentin,Bivens,DL,,Active
2250,Ed Stinson,Ed,Stinson,DT,,Inactive
5519,Tavierre Thomas,Tavierre,Thomas,DB,MIN,Active
11280,Brady Russell,Brady,Russell,TE,SEA,Active
5676,Kyle Queiro,Kyle,Queiro,ILB,,Active
11589,Trey Benson,Trey,Benson,RB,ARI,Active
4834,Rodney Butler,Rodney,Butler,LB,,Active
296,Terrell Suggs,Terrell,Suggs,LB,,Active
13237,Mark McNamee,Mark,McNamee,K,,Active
5878,N'Keal Harry,N'Keal,Harry,TE,,Active
8257,Player Invalid,Player,Invalid,QB,,Inactive
3816,Brandon Brown-Dukes,Brandon,Brown-Dukes,RB,,Active
13173,Jimmy Holiday,Jimmy,Holiday,WR,KC,Active
6958,Mike Danna,Mike,Danna,DE,BUF,Active
3322,DJ Reader,DJ,Reader,DT,NYG,Active
10922,Wanya Morris,Wanya,Morris,OL,ATL,Active
7143,Ben DiNucci,Ben,DiNucci,QB,,Active
5690,Al-Rasheed Benton,Al-Rasheed,Benton,ILB,,Active
13749,Kole Wilson,Kole,Wilson,WR,CLE,Active
8348,Kerby Joseph,Kerby,Joseph,DB,DET,Active
1814,Cyrus Kouandjio,Cyrus,Kouandjio,T,,Inactive
3390,Lachlan Edwards,Lachlan,Edwards,P,,Active
12022,Taylor Upshaw,Taylor,Upshaw,DE,,Active
1381,John Simon,John,Simon,LB,,Active
10867,Jake Bobo,Jake,Bobo,WR,SEA,Active
8131,Isaiah Likely,Isaiah,Likely,TE,NYG,Active
484,Steve Weatherford,Steve,Weatherford,P,,Inactive
6687,Jake Gervase,Jake,Gervase,LB,,Active
592,Jahvid Best,Jahvid,Best,RB,,Inactive
4046,Patrick Mahomes,Patrick,Mahomes,QB,KC,Active
ARI,,Arizona,Cardinals,DEF,ARI,
8938,Nathan Rourke,Nathan,Rourke,QB,,Active
3431,Michael Caputo,Michael,Caputo,OLB,,Active
3286,Demarcus Robinson,Demarcus,Robinson,WR,SF,Active
3330,Fahn Cooper,Fahn,Cooper,OT,,Active
8542,Tristin McCollum,Tristin,McCollum,DB,LV,Active
8590,Jacub Panasiuk,Jacub,Panasiuk,DE,,Active
7609,Demetric Felton,Demetric,Felton,RB,,Active
1748,Taylor Boggs,Taylor,Boggs,G,,Inactive
7959,Augie Contressa,Augie,Contressa,DB,TB,Active
4436,Patrick Gamble,Patrick,Gamble,DE,,Active
11608,Isaiah Williams,Isaiah,Williams,WR,NYJ,Active
7164,Jackson Dennis,Jackson,Dennis,OL,,Active
12279,Oliver Jervis,Oliver,Jervis,OL,,Active
2315,Todd Gurley,Todd,Gurley,RB,,Active
4551,Tanner Gentry,Tanner,Gentry,WR,,Active
12524,Shedeur Sanders,Shedeur,Sanders,QB,CLE,Active
3996,Matt Burke,Matt,Burke,,,Inactive
3689,Alex Cooper,Alex,Cooper,C,,Inactive
2,Jeremy Zuttah,Jeremy,Zuttah,C,,Inactive
6171,Cody Thompson,Cody,Thompson,WR,,Active
12881,Jordan Williams,Jordan,Williams,OL,,Active
3602,Daniel Dillon,Daniel,Dillon,LS,,Active
13755,Shiyazh Pete,Shiyazh,Pete,OT,DAL,Active
4565,Kenneth Olugbode,Kenneth,Olugbode,ILB,,Active
12016,Jeremiah Crawford,Jeremiah,Crawford,OL,,Active
3154,Freddie Bishop,Freddie,Bishop,OLB,,Inactive
11344,Keytaon Thompson,Keytaon,Thompson,WR,,Active
956,Mark Ingram,Mark,Ingram,RB,,Inactive
SEA,,Seattle,Seahawks,DEF,SEA,
3514,Jake McGee,Jake,McGee,TE,,Active
3911,Rashaun Simonise,Rashaun,Simonise,WR,,Inactive
4116,Antonio Garcia,Antonio,Garcia,OT,,Inactive
7564,Ja'Marr Chase,Ja'Marr,Chase,WR,CIN,Active
12211,Denzel Daxon,Denzel,Daxon,DL,,Active
8174,Kevin Harris,Kevin,Harris,RB,,Active
3101,Matt Patricia,Matt,Patricia,,,Inactive
5462,Christopher Ezeala,Christopher,Ezeala,RB,,Active
13586,Jackson Kuwatch,Jackson,Kuwatch,LB,CAR,Active
8869,J.J. Russell,J.J.,Russell,LB,,Active
1673,Da'Rick Rogers,Da'Rick,Rogers,WR,,Inactive
12235,Marcus Riley,Marcus,Riley,WR,,Active
3350,Cory James,Cory,James,OLB,,Inactive
4593,Brandon Barnes,Brandon,Barnes,TE,,Active
7508,Brandon King,Brandon,King,LB,,Inactive
13758,Sidney Fugar,Sidney,Fugar,OT,,Active
2285,James Morris,James,Morris,LB,,Inactive
3726,Peter Mortell,Peter,Mortell,P,,Active
5658,Dee Delaney,Dee,Delaney,CB,,Active
12132,Josh Wallace,Josh,Wallace,DB,LAR,Active
5403,Peter Pujals,Peter,Pujals,QB,,Active
7976,Olaijah Griffin,Olaijah,Griffin,CB,,Active
13915,Khalil Jacobs,Khalil,Jacobs,LB,NE,Active
13658,Brady Boyd,Brady,Boyd,WR,JAX,Active
7026,Steven Gonzalez,Steven,Gonzalez,OG,,Active
8545,Damion Daniels,Damion,Daniels,DT,,Active
8177,Grant Calcaterra,Grant,Calcaterra,TE,PHI,Active
7791,Jonathan Marshall,Jonathan,Marshall,DT,,Active
5819,Vince Manuwai,Vince,Manuwai,G,,Inactive
2144,Justin Perillo,Justin,Perillo,TE,,Inactive
5440,Leon Johnson,Leon,Johnson,G,,Active
1456,Tavarres King,Tavarres,King,WR,,Inactive
11453,Joe Doyle,Joe,Doyle,P,,Active
13657,Alex Bullock,Alex,Bullock,WR,,Active
5293,Jordan Veasy,Jordan,Veasy,WR,,Active
11977,Yvandy Rigby,Yvandy,Rigby,LB,,Active
8125,Calvin Austin,Calvin,Austin,WR,NYG,Active
7746,Austin Trammell,Austin,Trammell,WR,JAX,Active
3329,Trey Caldwell,Trey,Caldwell,CB,,Inactive
12056,Jarius Monroe,Jarius,Monroe,CB,NYJ,Active
1986,Storm Johnson,Storm,Johnson,RB,,Inactive
2469,Joe Cardona,Joe,Cardona,LS,LAR,Active
12105,Nick D'Ambra,Nick,D'Ambra,LS,,Active
3936,Tom Lally,Tom,Lally,DE,,Inactive
12089,Julius Wood,Julius,Wood,DB,DAL,Active
7137,Stantley Thomas-Oliver,Stantley,Thomas-Oliver,CB,,Active
3751,Winston Rose,Winston,Rose,CB,,Active
2976,Reese Dismukes,Reese,Dismukes,C,,Inactive
13518,George Gumbs,George,Gumbs,DE,IND,Active
5151,Gerhard de Beer,Gerhard,de Beer,OT,,Active
1460,Sylvester Williams,Sylvester,Williams,DT,,Inactive
7587,Dyami Brown,Dyami,Brown,WR,WAS,Active
13422,Jaren Kanak,Jaren,Kanak,TE,TEN,Active
7688,Ronnie Perkins,Ronnie,Perkins,LB,,Active
LV,,Las Vegas,Raiders,DEF,LV,
8011,DJ Daniel,DJ,Daniel,CB,NE,Active
6934,Ben Bredeson,Ben,Bredeson,G,TB,Active
7839,Evan McPherson,Evan,McPherson,K,CIN,Active
13468,Chris McClellan,Chris,McClellan,DT,GB,Active
11045,Andrew Vorhees,Andrew,Vorhees,OL,BAL,Active
2198,Brian Dixon,Brian,Dixon,CB,,Inactive
13372,R Mason Thomas,R Mason,Thomas,DL,KC,Active
13802,Jacob Clark,Jacob,Clark,QB,LV,Active
10929,Drew Sanders,Drew,Sanders,LB,DEN,Active
12410,John Jackson,John,Jackson,WR,,Active
12717,Trikweze Bridges,Trikweze,Bridges,DB,DAL,Active
2038,Jake Murphy,Jake,Murphy,TE,,Inactive
11897,Jermaine Jackson,Jermaine,Jackson,WR,,Active
8095,Graham Adomitis,Graham,Adomitis,TE,,Active
8659,Nate Landman,Nate,Landman,LB,LAR,Active
11382,Dontay Demus,Dontay,Demus,WR,,Active
4589,Shakir Soto,Shakir,Soto,DE,,Active
4282,Corey Levin,Corey,Levin,G,ATL,Active
7800,Deonte Brown,Deonte,Brown,G,,Inactive
4530,Jonathan McLaughlin,Jonathan,McLaughlin,OT,,Active
926,Anthony Walters,Anthony,Walters,FS,,Inactive
102,Josh Brown,Josh,Brown,K,,Inactive
7662,Richie Grant,Richie,Grant,DB,,Active
4794,Tommy Armstrong Jr.,Tommy,Armstrong Jr.,QB,,Inactive
13665,Jack Bouwmeester,Jack,Bouwmeester,P,SF,Active
3293,Rashard Robinson,Rashard,Robinson,CB,,Inactive
824,Jah Reid,Jah,Reid,G,,Inactive
2452,Jay Ajayi,Jay,Ajayi,RB,,Injured Reserve
1888,Curtis Feigt,Curtis,Feigt,OT,,Inactive
2907,Ben Edwards,Ben,Edwards,WR,,Inactive
1211,Rhett Ellison,Rhett,Ellison,TE,,Injured Reserve
12917,Branson Combs,Branson,Combs,LB,JAX,Active
137,Curtis Lofton,Curtis,Lofton,LB,,Inactive
2743,Duplicate Player,Duplicate,Player,LB,,Inactive
8117,Jalen Tolbert,Jalen,Tolbert,WR,MIA,Active
5177,Aaron Davis,Aaron,Davis,SS,,Active
11746,Giovanni Manu,Giovanni,Manu,OL,DET,Active
10921,Yaya Diaby,Yaya,Diaby,DL,TB,Active
11657,Tyler Guyton,Tyler,Guyton,OL,DAL,Active
7498,Rex Sunahara,Rex,Sunahara,LS,CLE,Active
11497,Tautala Pesefea,Tautala,Pesefea,DL,,Inactive
7483,Farrod Green,Farrod,Green,TE,,Active
1884,Russell Bodine,Russell,Bodine,C,,Inactive
6660,Jonathan Bonner,Jonathan,Bonner,DE,,Active
4781,Malik Golden,Malik,Golden,SS,,Active
2533,Dezmin Lewis,Dezmin,Lewis,WR,,Inactive
7413,John Molchon,John,Molchon,G,,Active
4956,Nick Dooley,Nick,Dooley,LS,,Active
2897,Cameron Stingily,Cameron,Stingily,G,,Inactive
2601,Andre Davis,Andre,Davis,WR,,Inactive
6797,Justin Herbert,Justin,Herbert,QB,LAC,Active
8091,J.T. Jones,J.T.,Jones,DE,PIT,Active
353,Kevin Huber,Kevin,Huber,P,,Active
6849,Denzel Mims,Denzel,Mims,WR,DAL,Active
12438,Alex Hale,Alex,Hale,K,,Active
1969,Dewey McDonald,Dewey,McDonald,LB,,Inactive
3774,Jason Vander Laan,Jason,Vander Laan,TE,,Inactive
13041,Jahmal Banks,Jahmal,Banks,WR,,Active
4258,Conor McDermott,Conor,McDermott,OL,,Active
1787,Phillip Supernaw,Phillip,Supernaw,TE,,Inactive
2912,Joshua Stangby,Joshua,Stangby,WR,,Inactive
5884,Kelvin Harmon,Kelvin,Harmon,WR,,Active
13764,Chris Freeman,Chris,Freeman,K,,Active
4120,Obi Melifonwu,Obi,Melifonwu,DB,,Active
5781,Malik Turner,Malik,Turner,WR,SF,Active
12349,Daymond Williams,Daymond,Williams,DT,,Active
3099,Dirk Koetter,Dirk,Koetter,,,Inactive
12014,Willie Drew,Willie,Drew,CB,,Active
2183,Bene' Benwikere,Bene',Benwikere,CB,,Inactive
11262,Damien Caffrey,Damien,Caffrey,TE,,Active
5896,Tre Lamar,Tre,Lamar,ILB,,Inactive
6801,Tee Higgins,Tee,Higgins,WR,CIN,Active
2516,Cody Wichmann,Cody,Wichmann,G,,Inactive
11542,LaColby Tucker,LaColby,Tucker,OL,,Active
11462,Jaydon Grant,Jaydon,Grant,DB,,Active
4669,Andre Patton,Andre,Patton,WR,,Active
6422,Ricky Walker,Ricky,Walker,DL,,Inactive
1555,Kenny Stills,Kenny,Stills,WR,,Active
6262,Jeremiah Harris,Jeremiah,Harris,DE,,Inactive
5081,Genard Avery,Genard,Avery,LB,,Active
12149,Gavin Hardison,Gavin,Hardison,QB,,Active
12436,Jamie Sheriff,Jamie,Sheriff,LB,SEA,Active
13950,Xavier Hill,Xavier,Hill,OL,NYJ,Active
1996,D.J. Tialavea,D.J.,Tialavea,T,,Inactive
4709,Steven Moore,Steven,Moore,OT,,Active
10859,Sam LaPorta,Sam,LaPorta,TE,DET,Active
6695,Alex Brown,Alex,Brown,CB,,Active
13492,Dani Dennis-Sutton,Dani,Dennis-Sutton,DE,GB,Active
11567,Jordan Travis,Jordan,Travis,QB,,Active
2473,Tye Smith,Tye,Smith,CB,,Active
205,Vince Wilfork,Vince,Wilfork,NT,,Inactive
2799,Mylan Hicks,Mylan,Hicks,CB,,Active
990,Kris Durham,Kris,Durham,WR,,Inactive
8839,Luke Masterson,Luke,Masterson,LB,,Active
1366,Duron Harmon,Duron,Harmon,DB,,Active
2980,Eli Rogers,Eli,Rogers,WR,,Inactive
8660,Leroy Watson,Leroy,Watson,TE,,Active
372,James Casey,James,Casey,FB,,Inactive
6506,Trayone Gray,Trayone,Gray,RB,,Active
10894,DJ Turner,DJ,Turner,DB,CIN,Active
13504,Darrell Jackson,Darrell,Jackson,DT,NYJ,Active
1465,Nico Johnson,Nico,Johnson,LB,,Inactive
13872,Jaxson Moi,Jaxson,Moi,DT,LAR,Active
8699,Cyrus Holder,Cyrus,Holder,WR,,Active
2367,Quinten Rollins,Quinten,Rollins,CB,,Inactive
12858,Kneeland Hibbett,Kneeland,Hibbett,LS,,Active
12792,Garrett Greene,Garrett,Greene,QB,TB,Active
2668,Xavier Williams,Xavier,Williams,DT,,Active
5340,Andre Smith,Andre,Smith,LB,,Active
812,Lee Smith,Lee,Smith,TE,ATL,Active
2696,Kurtis Drummond,Kurtis,Drummond,SS,,Inactive
4764,Marty Hurney,Marty,Hurney,,,Inactive
5360,Marcus Allen,Marcus,Allen,LB,,Inactive
5609,Stephen Baggett,Stephen,Baggett,TE,,Active
11753,Nehemiah Pritchett,Nehemiah,Pritchett,CB,SEA,Active
4170,Samson Ebukam,Samson,Ebukam,DE,ATL,Active
8921,Maurice Alexander,Maurice,Alexander,WR,CHI,Active
8815,Cedric Boswell,Cedric,Boswell,DB,,Active
13271,Mark Fletcher,Mark,Fletcher,RB,,Active
11660,Jordan Morgan,Jordan,Morgan,OL,GB,Active
2986,Greg Mancz,Greg,Mancz,OL,,Active
12874,Lance Dixon,Lance,Dixon,LB,,Active
5540,Jacob Alsadek,Jacob,Alsadek,G,,Active
1755,Keavon Milton,Keavon,Milton,TE,,Inactive
12546,Marcus Yarns,Marcus,Yarns,RB,,Active
517,Kyle Love,Kyle,Love,NT,,Injured Reserve
6661,Joseph Parker,Joseph,Parker,WR,,Active
2534,Kenny Hilliard,Kenny,Hilliard,RB,,Inactive
11633,Jamari Thrash,Jamari,Thrash,WR,CLE,Active
12137,Charles Woods,Charles,Woods,CB,NE,Active
13964,Myles Montgomery,Myles,Montgomery,RB,NE,Active
12282,C.J. Ravenell,C.J.,Ravenell,DL,,Active
1094,Mike Martin,Mike,Martin,DT,,Inactive
8628,Jontre Kirklin,Jontre,Kirklin,WR,,Active
7674,Patrick Jones,Patrick,Jones,DE,CAR,Active
6355,Micah Abernathy,Micah,Abernathy,FS,,Active
4250,Sam Rogers,Sam,Rogers,FB,,Active
6774,Jack Easterby,Jack,Easterby,,,Inactive
7359,Nakia Griffin-Stewart,Nakia,Griffin-Stewart,TE,,Active
13186,JaTravis Broughton,JaTravis,Broughton,CB,,Active
2804,Andrew Turzilli,Andrew,Turzilli,WR,,Injured Reserve
6712,Marcus Simms,Marcus,Simms,WR,,Inactive
11487,Steven Gilmore,Steven,Gilmore,CB,,Active
12246,Mike Rigerman,Mike,Rigerman,TE,,Active
4860,Jon Toth,Jon,Toth,C,,Active
2468,Bradley Pinion,Bradley,Pinion,P,MIA,Active
12985,Cole Birdow,Cole,Birdow,OL,,Active
13952,Garrison Grimes,Garrison,Grimes,LS,,Active
11048,Cooper Hodges,Cooper,Hodges,OL,,Active
6629,Brian Burt,Brian,Burt,WR,,Active
6367,Roderick Young,Roderick,Young,DT,,Active
3433,Alex Erickson,Alex,Erickson,WR,,Active
8395,Dane Belton,Dane,Belton,DB,NYJ,Active
3408,Oni Omoile,Oni,Omoile,G,,Active
1301,Kyle Nelson,Kyle,Nelson,LS,,Active
1098,Brandon Brooks,Brandon,Brooks,G,PHI,Inactive
76,Jason Hatcher,Jason,Hatcher,DE,,Inactive
2264,Keith Reaser,Keith,Reaser,CB,,Inactive
8541,Michael Griffin,Michael,Griffin,DB,,Active
7929,Jake Burton,Jake,Burton,G,,Active
1487,Joseph Randle,Joseph,Randle,RB,,Inactive
553,Jacques McClendon,Jacques,McClendon,G,,Inactive
4088,Quincy Wilson,Quincy,Wilson,CB,,Active
13189,Luke Floriea,Luke,Floriea,WR,CLE,Active
3659,Anthony Lanier,Anthony,Lanier,DE,,Inactive
8638,Grayson Gunter,Grayson,Gunter,TE,,Active
13744,Cameron Ross,Cameron,Ross,WR,DEN,Active
12868,Montrell Johnson,Montrell,Johnson,RB,,Inactive
2287,Adrian Phillips,Adrian,Phillips,DB,,Active
11078,Calvin Avery,Calvin,Avery,DT,,Active
1802,Ed Reynolds,Ed,Reynolds,FS,,Injured Reserve
7212,Spencer Nigh,Spencer,Nigh,FB,,Active
13260,Jake Chaney,Jake,Chaney,LB,,Active
4111,D'Onta Foreman,D'Onta,Foreman,RB,,Active
113,Jahri Evans,Jahri,Evans,G,,Inactive
6386,Alex Bachman,Alex,Bachman,WR,,Active
12259,Taulia Tagovailoa,Taulia,Tagovailoa,QB,,Active
7384,Jaquarius Landrews,Jaquarius,Landrews,DB,,Inactive
12731,Dan Jackson,Dan,Jackson,DB,DET,Active
1167,Richard Crawford,Richard,Crawford,CB,,Inactive
2511,Christian Ringo,Christian,Ringo,DT,,Active
1739,Chase Ford,Chase,Ford,TE,,Inactive
11823,C.J. Hanson,C.J.,Hanson,OG,KC,Active
8268,Lewis Cine,Lewis,Cine,DB,,Inactive
14053,Jarrod Gray,Jarrod,Gray,OL,NYG,Active
11294,Caleb Sampson,Caleb,Sampson,DT,,Active
10985,Jordan Howden,Jordan,Howden,DB,NO,Active
2050,Branden Oliver,Branden,Oliver,RB,,Inactive
7948,JaQuan Bailey,JaQuan,Bailey,DE,,Active
1705,Micanor Regis,Micanor,Regis,DT,,Inactive
5946,Jamel Dean,Jamel,Dean,CB,PIT,Active
2535,Mark Nzeocha,Mark,Nzeocha,LB,,Active
11703,Jalyx Hunt,Jalyx,Hunt,DE,PHI,Active
12720,Zeek Biggers,Zeek,Biggers,DL,MIA,Active
11403,Kaieem Caesar,Kaieem,Caesar,DT,,Active
13782,Jadyn Ott DUPLICATE,Jadyn,Ott DUPLICATE,,,
7511,Dwight Bentley,Dwight,Bentley,CB,,Inactive
11706,DeWayne Carter,DeWayne,Carter,DT,BUF,Active
11524,Izaiah Gathings,Izaiah,Gathings,TE,,Active
7371,Jordan Steckler,Jordan,Steckler,OL,,Active
2785,Gus Johnson,Gus,Johnson,RB,,Active
13711,Jayden Loving,Jayden,Loving,DT,CHI,Active
3158,Shawn Oakman,Shawn,Oakman,,,Inactive
8547,Kurt Hinish,Kurt,Hinish,DT,,Active
2999,Rick Lovato,Rick,Lovato,LS,,Active
4443,Pharaoh Brown,Pharaoh,Brown,TE,,Active
13459,Chase Bisontis,Chase,Bisontis,G,ARI,Active
6150,Max Scharping,Max,Scharping,OL,,Active
7183,Austin Edwards,Austin,Edwards,DE,,Active
11237,Jacob Saylors,Jacob,Saylors,RB,DET,Active
6255,Bradford Lemmons,Bradford,Lemmons,CB,,Active
13088,Quali Conley,Quali,Conley,RB,,Active
4005,Rick Dennison,Rick,Dennison,,,Inactive
1507,Jon Bostic,Jon,Bostic,LB,,Inactive
7078,Tony Brown,Tony,Brown,WR,,Active
11973,Gabe Jeudy-Lally,Gabe,Jeudy-Lally,CB,,Active
13460,Zion Young,Zion,Young,DE,BAL,Active
1037,Dont'a Hightower,Dont'a,Hightower,LB,,Active
6448,Darrin Hall,Darrin,Hall,RB,,Active
1570,T.J. McDonald,T.J.,McDonald,SS,,Inactive
4081,Budda Baker,Budda,Baker,DB,ARI,Active
7836,Tony Fields,Tony,Fields,LB,CHI,Active
7875,Teton Saltes,Teton,Saltes,OL,,Active
2399,Ty Montgomery,Ty,Montgomery,RB,,Active
